id,identifier,name,generation_id,type_id,power,pp,accuracy,priority,move_target_id,damage_category_id,contest_type_id,contest_effect_id,super_contest_effect_id,name_jp,name_jp_romanized,name_fr,name_ger,name_it,name_es,name_kr,name_kr_romanized,name_cn,name_cn_romanized
642,hydro-vortex,Hydro Vortex,7,11,,1,,0,1,4,,,,スーパーアクアトルネード,Sūpā Akua Torunēdo,Super Tourbillon Abyssal,Super-Wassertornado,Idrovortice Abissale,Hidrovórtice Abisal,슈퍼아쿠아토네이도,Super Aqua Tornado,超級水流大漩渦 / 超级水流大漩涡,Chāojí Shuǐliú Dàxuánwō / Chīukāp Séuilàuh Daaihsyùhngwō
644,bloom-doom,Bloom Doom,7,12,,1,,0,1,4,,,,ブルームシャインエクストラ,Burūmu Shain Ekusutora,Pétalexplosion Éblouissante,Brillante Blütenpracht,Floriscoppio Sfolgorante,Megatón Floral,블룸샤인엑스트라,Bloom Shine Extra,絢爛繽紛花怒放 / 绚烂缤纷花怒放,Xuànlàn Bīnfēn Huānùfàng / Hyunlaahn Bānfān Fānouhfong
646,gigavolt-havoc,Gigavolt Havoc,7,13,,1,,0,1,4,,,,スパーキングギガボルト,Supākingu Gigaboruto,Fulguro-Lance Gigavolt,Gigavolt-Funkensalve,Gigascarica Folgorante,Gigavoltio Destructor,스파킹기가볼트,Sparking Gigavolt,終極伏特狂雷閃 / 终极伏特狂雷闪,Zhōngjí Fútè Kuángléishǎn / Jūnggihk Fuhkdahk Kwòhnglèuihsím
648,shattered-psyche,Shattered Psyche,7,14,,1,,0,1,4,,,,マキシマムサイブレイカー,Makishimamu Sai-Bureikā,Psycho-Pulvérisation EX,Psycho-Schmetterschlag,Impatto Psicocinetico,Disruptor Psíquico,맥시멈사이브레이커,Maximum Psy-Breaker,至高精神破壞波 / 至高精神破坏波,Zhìgāo Jīngshén Pòhuàibō / Jigōu Jīngsàhn Powaaihbō
650,subzero-slammer,Subzero Slammer,7,15,,1,,0,1,4,,,,レイジングジオフリーズ,Reijingu Jio-Furīzu,Laser Cryogénique,Tobender Geofrost,Criodistruzione Polare,Crioaliento Despiadado,레이징지오프리즈,Raging Geo-Freeze,激狂大地萬里冰 / 激狂大地万里冰,Jīkuáng Dàdì Wànlǐbīng / Gīkkwòhng Daaihdeih Maahnléihbīng
652,devastating-drake,Devastating Drake,7,16,,1,,0,1,4,,,,アルティメットドラゴンバーン,Arutimetto Doragon Bān,Chaos Draconique,Drastisches Drachendröhnen,Dragoschianto Finale,Dracoaliento Devastador,얼티메이트드래곤번,Ultimate Dragon Burn,究極巨龍震天地 / 究极巨龙震天地,Jiùjí Jùlóng Zhèn Tiāndì / Jiūjí Jùlóng Zhèn Tiāndì / Gaugihk Geuihlùhng Jan Tīndeih
654,black-hole-eclipse,Black Hole Eclipse,7,17,,1,,0,1,4,,,,ブラックホールイクリプス,Burakku Hōru Ikuripusu,Trou Noir des Ombres,Schwarzes Loch des Grauens,Buco Nero del Non Ritorno,Agujero Negro Aniquilador,블랙홀이클립스,Black Hole Eclipse,黑洞吞噬萬物滅 / 黑洞吞噬万物灭,Hēidòng Tūnshì Wànwùmiè / Hākduhng Tānsaih Maahnmahtmiht
656,twinkle-tackle--physical,Twinkle Tackle,7,18,,1,,0,1,4,,,,ラブリースターインパクト,Raburī Sutā Inpakuto,Impact Choupinova,Entzückender Sternenstoß,Astroimpatto Fatato,Arrumaco Sideral,러블리스타임팩트,Lovely Star Impact,可愛星星飛天撞 / 可爱星星飞天撞,Kě'ài Xīngxīng Fēitiānzhuàng / Hó'oi Sīngsīng Fēitīnjohng
658,catastropika,Catastropika,7,13,210,1,,0,1,1,,,,ひっさつのピカチュート,Hissatsu no Pikachūto,Pikachute Foudroyante,Perfektes Pika-Projektil,Super Pikaboom,Pikavoltio Letal,필살피카슛,Pilsal Pika-shoot,皮卡皮卡必殺擊 / 皮卡皮卡必杀击,Píkǎ Píkǎ Bìshājí / Píkǎ Píkǎ Bìshājī / Pika Pika Bītsaatgīk
659,shore-up,Shore Up,7,5,,5,,0,4,3,,,,すなあつめ,Sunaatsume,Amass'Sable,Sandsammler,Sabbiaccumulo,Recogearena,모래모으기,Morae Moeugi,集沙,Jíshā / Jaahpsā
660,first-impression,First Impression,7,7,90,10,100,2,1,1,,,,であいがしら,Deaigashira,Escarmouche,Überrumpler,Schermaglia,Escaramuza,만나자마자,Mannajamaja,迎頭一擊 / 迎头一击,Yíngtóu Yījí / Yíngtóu Yījī / Yìhngtàuh Yātgīk
661,baneful-bunker,Baneful Bunker,7,4,,10,,4,4,3,,,,トーチカ,Tochka,Blockhaus,Bunker,Fortino,Búnker,토치카,Tochka,碉堡,Diāobǎo / Dīubóu
662,spirit-shackle,Spirit Shackle,7,8,80,10,100,0,1,1,,,,かげぬい,Kagenui,Tisse Ombre,Schattenfessel,Cucitura d'Ombra,Puntada Sombría,그림자꿰매기,Geurimja Kkwemaegi,縫影 / 缝影,Fèng Yǐng / Fùhng Yéng
663,darkest-lariat,Darkest Lariat,7,17,85,10,100,0,1,1,,,,ＤＤラリアット,DD Rariatto,Dark Lariat,Dark Lariat,Braccioteso,Lariat Oscuro,DD래리어트,DD Lariat,ＤＤ金勾臂,DD Jīn-Gōubì / DD Gām-Āubei
664,sparkling-aria,Sparkling Aria,7,11,90,10,100,0,11,2,,,,うたかたのアリア,Utakata no Aria,Aria de l'Écume,Schaumserenade,Canto Effimero,Aria Burbuja,물거품아리아,Mulgeopum Aria,泡影的詠歎調 / 泡影的咏叹调,Pàoyǐng-de Yǒngtàndiào / Pāauyéng-dī Wihngtaandiuh
665,ice-hammer,Ice Hammer,7,15,100,10,90,0,1,1,,,,アイスハンマー,Aise Hanmā,Marteau de Glace,Eishammer,Martelgelo,Martillo Hielo,아이스해머,Ice Hammer,冰錘 / 冰锤,Bīngchuí / Bīngchèuih
666,floral-healing,Floral Healing,7,18,,10,,0,1,3,,,,フラワーヒール,Furawā Hīru,Soin Floral,Florakur,Cura Floreale,Cura Floral,플라워힐,Flower Heal,花療 / 花疗,Huāliáo / Fālìuh
667,high-horsepower,High Horsepower,7,5,95,10,95,0,1,1,,,,１０まんばりき,Jūman Bariki,Cavalerie Lourde,Pferdestärke,Forza Equina,Fuerza Equina,10만마력,Sipman Maryeok,十萬馬力 / 十万马力,Shíwàn Mǎlì / Sahpmaahn Máhlihk
668,strength-sap,Strength Sap,7,12,,10,100,0,1,3,,,,ちからをすいとる,Chikara o Suitoru,Vole-Force,Kraftabsorber,Assorbiforza,Absorbefuerza,힘흡수,Him Heubsu,吸取力量,Xīqǔ Lìliàng / Kāpchéui Lihkleuhng
669,solar-blade,Solar Blade,7,12,125,10,100,0,1,1,,,,ソーラーブレード,Sōrā Burēdo,Lame Solaire,Solarklinge,Lama Solare,Cuchilla Solar,솔라블레이드,Solar Blade,日光刃,Rìguāng Rèn / Yahtgwōng Yahn
670,leafage,Leafage,7,12,40,40,100,0,1,1,,,,このは,Ko no Ha,Feuillage,Blattwerk,Fogliame,Follaje,나뭇잎,Namusip,樹葉 / 树叶,Shùyè / Syuhyihp
671,spotlight,Spotlight,7,1,,15,,3,1,3,,,,スポットライト,Supottoraito,Projecteur,Rampenlicht,Riflettore,Foco,스포트라이트,Spotlight,聚光燈 / 聚光灯,Jùguāngdēng / Jeuihgwōngdāng
672,toxic-thread,Toxic Thread,7,4,,20,100,0,1,3,,,,どくのいと,Doku no Ito,Fil Toxique,Giftfaden,Velenotela,Hilo Venenoso,독실,Doksil,毒絲 / 毒丝,Dúsī / Duhksī
673,laser-focus,Laser Focus,7,1,,30,,0,4,3,,,,とぎすます,Togisumasu,Affilage,Konzentration,Concentrazione,Aguzar,예민해지기,Yeminhaejigi,磨礪 / 磨砺,Mólì / Mòhlaih
674,gear-up,Gear Up,7,9,,20,,0,7,3,,,,アシストギア,Ashisuto Gia,Engrenage,Hilfsmechanik,Marciainpiù,Piñón Auxiliar,어시스트기어,Assist Gear,輔助齒輪 / 辅助齿轮,Fǔzhù Chǐlún / Fuhjoh Chílèuhn
675,throat-chop,Throat Chop,7,17,80,15,100,0,1,1,,,,じごくづき,Jigokuzuki,Exécu-Son,Neck Strike,Colpo Infernale,Golpe Mordaza,지옥찌르기,Jiok Jjileugi,地獄突刺 / 地狱突刺,Dìyù Tūcì / Deihyuhk Dahtchi
676,pollen-puff,Pollen Puff,7,7,90,15,100,0,1,2,,,,かふんだんご,Kafun Dango,Boule Pollen,Pollenknödel,Sferapolline,Bola de Polen,꽃가루경단,Kkotgaru Gyeongdan,花粉團 / 花粉团,Huāfěntuán / Fāfántyùhn
677,anchor-shot,Anchor Shot,7,9,80,20,100,0,1,1,,,,アンカーショット,Ankā Shotto,Ancrage,Ankerschuss,Colpo d'Ancora,Anclaje,앵커숏,Anchor Shot,擲錨 / 掷锚,Zhímáo / Zhìmáo / Jaahkmàauh
678,psychic-terrain,Psychic Terrain,7,14,,10,,0,13,3,,,,サイコフィールド,Saiko Fīrudo,Champ Psychique,Psychofeld,Campo Psichico,Campo Psíquico,사이코필드,Psycho Field,精神場地 / 精神场地,Jīngshén Chǎngdì / Jīngsàhn Chèuhngdeih
679,lunge,Lunge,7,7,80,15,100,0,1,1,,,,とびかかる,Tobikakaru,Furie-Bond,Anfallen,Assalto,Plancha,덤벼들기,Deombyeodeulgi,猛撲 / 猛扑,Měngpū / Máahngpok
680,fire-lash,Fire Lash,7,10,80,15,100,0,1,1,,,,ほのおのムチ,Honō no Muchi,Fouet de Feu,Feuerpeitsche,Frusta di Fuoco,Látigo Ígneo,불꽃채찍,Bulkkot Chaejjik,火焰鞭,Huǒyànbiān / Fóyihmbīn
681,power-trip,Power Trip,7,17,20,10,100,0,1,1,,,,つけあがる,Tsukeagaru,Arrogance,Überheblichkeit,Tracotanza,Chulería,기어오르기,Gieo-oreugi,囂張 / 嚣张,Xiāozhāng / Hīujēung
682,burn-up,Burn Up,7,10,130,5,100,0,1,2,,,,もえつきる,Moetsukiru,Flamme Ultime,Ausbrennen,Ultima Fiamma,Llama Final,불사르기,Bulsareugi,燃盡 / 燃尽,Ránjìn / Yìhnjeuhn
683,speed-swap,Speed Swap,7,14,,10,,0,1,3,,,,スピードスワップ,Supīdo Suwappu,Permuvitesse,Initiativetausch,Velociscambio,Cambiavelocidad,스피드스웹,Speed Swap,速度互換 / 速度互换,Sùdù Hùhuàn / Chūkdohk Wuhwuhn
684,smart-strike,Smart Strike,7,9,70,10,,0,1,1,,,,スマートホーン,Smāto Hōn,Estocorne,Schmalhorn,Sottilcorno,Cuerno Certero,스마트호른,Smart Horn,修長之角 / 修长之角,Xiūcháng-zhī Jiǎo / Sāuchèuhng-jī Gok
685,purify,Purify,7,4,,20,,0,1,3,,,,じょうか,Jōka,Purification,Läuterung,Purificazione,Purificación,정화,Jeonghwa,淨化 / 净化,Jìnghuà / Jihngfa
686,revelation-dance,Revelation Dance,7,1,90,15,100,0,1,2,,,,めざめるダンス,Mezameru Dansu,Danse Éveil,Wecktanz,Mutadanza,Danza Despertar,잠재댄스,Jamjae Dance,覺醒之舞 / 觉醒之舞,Juéxǐng-zhī Wǔ / Goksíng-jī Móuh
687,core-enforcer,Core Enforcer,7,16,100,10,100,0,10,2,,,,コアパニッシャー,Koa Panisshā,Sanction Suprême,Sanktionskern,Nucleocastigo,Núcleo Castigo,코어퍼니셔,Core Punisher,核心懲罰者 / 核心惩罚者,Héxīn Chéngfázhě / Hahtsām Chìhngfahtjé
688,trop-kick,Trop Kick,7,12,70,15,100,0,1,1,,,,トロピカルキック,Toropikaru Kikku,Botte Sucrette,Tropenkick,Tropicalcio,Patada Tropica,트로피컬킥,Tropical Kick,熱帶踢 / 热带踢,Rèdài Tī / Yihtdaai Tek
689,instruct,Instruct,7,14,,15,,0,1,3,,,,さいはい,Saihai,Sommation,Kommando,Imposizione,Mandato,지휘,Jihwi,號令 / 号令,Hàolìng / Houhlihng
690,beak-blast,Beak Blast,7,3,100,15,100,-3,1,1,,,,くちばしキャノン,Kuchibashi Kyanon,Bec-Canon,Schnabelkanone,Cannonbecco,Pico Cañón,부리캐논,Buri Cannon,鳥嘴加農炮 / 鸟嘴加农炮,Niǎozuǐ Jiānóngpào / Níuhjéui Gānùhngpàauh
691,clanging-scales,Clanging Scales,7,16,110,5,100,0,10,2,,,,スケイルノイズ,Sukeiru Noizu,Vibrécaille,Schuppenrasseln,Clamorsquame,Fragor Escamas,스케일노이즈,Scale Noise,鱗片噪音 / 鳞片噪音,Línpiàn Zàoyīn / Lèuhnpín Chouyām
692,dragon-hammer,Dragon Hammer,7,16,90,15,100,0,1,1,,,,ドラゴンハンマー,Doragon Hanmā,Draco-Marteau,Drachenhammer,Marteldrago,Martillo Dragón,드래곤해머,Dragon Hammer,龍錘 / 龙锤,Lóngchuí / Lùhngchèuih
693,brutal-swing,Brutal Swing,7,17,60,20,100,0,11,1,,,,ぶんまわす,Bunmawasu,Centrifugifle,Wirbler,Vorticolpo,Giro Vil,세차게휘두르기,Sechage Hwiduleugi,狂舞揮打 / 狂舞挥打,Kuángwǔ Huīdǎ / Kwòhngmóuh Fāidá
694,aurora-veil,Aurora Veil,7,15,,20,,0,15,3,,,,オーロラベール,Ōrora Bēru,Voile Aurore,Auroraschleier,Velaurora,Velo Aurora,오로라베일,Aurora Veil,極光幕 / 极光幕,Jíguāngmù / Gihkgwōngmohk
695,sinister-arrow-raid,Sinister Arrow Raid,7,8,180,1,,0,1,1,,,,シャドーアローズストライク,Shadō Arōzu Sutraiku,Fureur des Plumes Spectrales,Schatten-Pfeilregen,Dardoassalto Spettrale,Aluvión de Flechas Sombrías,섀도애로우즈스트라이크,Shadow Arrows Strike,遮天蔽日暗影箭,Zhētiān-Bìrì Ànyǐngjiàn / Jētīn-Baiyaht Amyíngjin
696,malicious-moonsault,Malicious Moonsault,7,17,180,1,,0,1,1,,,,ハイパーダーククラッシャー,Haipā Dāku Kurasshā,Dark Body Press,Hyper Dark Crusher,Iperschianto delle Tenebre,Hiperplancha Oscura,하이퍼다크크러셔,Hyper Dark Crusher,極惡飛躍粉碎擊 / 极恶飞跃粉碎击,Jí'è Fēiyuè Fěnsuìjí / Jí'è Fēiyuè Fěnsuìjī / Gihk'ok Fēiyeuhk Fánseuigīk
697,oceanic-operetta,Oceanic Operetta,7,11,195,1,,0,1,2,,,,わだつみのシンフォニア,Wadatsumi no Shinfonia,Symphonie des Ondines,Grandiose Meeressymphonie,Sinfonia del Mare,Sinfonía de la Diva Marina,바다의심포니,Bada-ui Symphony,海神莊嚴交響樂 / 海神庄严交响乐,Hǎishén Zhuāngyán Jiāoxiǎngyuè / Hóisàhn Jōngyìhm Gāauhéungngohk
698,guardian-of-alola,Guardian of Alola,7,18,,1,,0,1,2,,,,ガーディアン・デ・アローラ,Gādian de Arora,Colère du Gardien d'Alola,Alolas Wächter,Collera del Guardiano,Cólera del Guardián,알로라의수호자,Alola-ui Suhoja,巨人衛士・阿羅拉 / 巨人卫士・阿罗拉,Jùrén Wèishì Āluólā / Geuihyàhn Waihsih Álòhlā
699,soul-stealing-7-star-strike,Soul-Stealing 7-Star Strike,7,8,195,1,,0,1,1,,,,七星奪魂腿,Shichisei Dakkontai,Fauche-Âme des Sept Étoiles,Sternbild des Seelenraubes,Colpo Eptastellare Rubanima,Constelación Robaalmas,칠성탈혼퇴,Chilseong Talhontoe,七星奪魂腿 / 七星夺魂腿,Qīxīng Duóhúntuǐ / Chātsēng Dyuhtwàhntéui
700,stoked-sparksurfer,Stoked Sparksurfer,7,13,175,1,,0,1,2,,,,ライトニングサーフライド,Raitoningu Sāfu Raido,Électro-Surf Survolté,Blitz-Wellenritt,Elettrosurf Folgorante,Surfeo Galvánico,라이트닝 서프라이드,Lightning Surf Ride,駕雷馭電戲衝浪 / 驾雷驭电戏冲浪,Jiàléi-Yùdiàn Xìchōnglàng / Galèuih-Yuhdihn Heichūnglohng
701,pulverizing-pancake,Pulverizing Pancake,7,1,210,1,,0,1,1,,,,ほんきをだすこうげき,Honki o Dasu Kōgeki,Gare au Ronflex,Schluss mit lustig,Adesso Faccio sul Serio,Arrojo Intempestivo,진심의공격,Jinsim-ui Gonggyeok,認真起來大爆擊 / 认真起来大爆击,Rènzhēn Qǐlái Dàbàojí / Rènzhēn Qǐlái Dàbàojī / Yihngjān Héilèih Daaihbaaugīk
702,extreme-evoboost,Extreme Evoboost,7,1,,1,,0,4,3,,,,ナインエボルブースト,Nain Eboru Būsuto,Neuf pour Un,Macht der Neun,Potenziamento Eevolutivo,Novena Potencia,나인이볼부스트,Nine Evol Boost,九彩昇華齊聚頂 / 九彩升华齐聚顶,Jiǔcǎi Shēnghuá Qíjùdǐng / Gáuchói Sīngwàh Chàihjeuihdéng
703,genesis-supernova,Genesis Supernova,7,14,185,1,,0,1,2,,,,オリジンズスーパーノヴァ,Orijinzu Sūpānova,Supernova Originelle,Supernova des Ursprungs,Supernova delle Origini,Supernova Original,오리진즈슈퍼노바,Origins Supernova,起源超新星大爆炸,Qǐyuán Chāoxīnxīng Dàbàozhà / Héiyùhn Chīusānsēng Daaihbaauja
704,shell-trap,Shell Trap,7,10,150,5,100,-3,10,2,,,,トラップシェル,Torappu Sheru,Carapiège,Panzerfalle,Gusciotrappola,Coraza Trampa,트랩셸,Trap Shell,陷阱甲殼 / 陷阱甲壳,Xiànjǐng Jiǎké / Hahmjehng Gaaphok
705,fleur-cannon,Fleur Cannon,7,18,130,5,90,0,1,2,,,,フルールカノン,Frūru Kanon,Canon Floral,Kanonenbouquet,Cannonfiore,Cañón Floral,플뢰르캐논,Fleur Cannon,花朵加農炮 / 花朵加农炮,Huāduǒ Jiānóngpào / Fādó Gānùhngpàauh
706,psychic-fangs,Psychic Fangs,7,14,85,10,100,0,1,1,,,,サイコファング,Saiko Fangu,Psycho-Croc,Psychobeißer,Psicozanna,Psicocolmillo,사이코팽,Psycho Fang,精神之牙,Jīngshén-zhī Yá / Jīngsàhn-jī Ngàh
707,stomping-tantrum,Stomping Tantrum,7,5,75,10,100,0,1,1,,,,じだんだ,Jidanda,Trépignement,Fruststampfer,Battipiedi,Pataleta,분함의발구르기,Bunhamui Balgureugi,跺腳 / 跺脚,Duòjiǎo / Dógeuk
708,shadow-bone,Shadow Bone,7,8,85,10,100,0,1,1,,,,シャドーボーン,Shadō Bōn,Os Ombre,Schattenknochen,Ossotetro,Hueso Sombrío,섀도본,Shadow Bone,暗影之骨,Ànyǐng-zhī Gǔ / Amyíng-jī Gwāt
709,accelerock,Accelerock,7,6,40,20,100,1,1,1,,,,アクセルロック,Akuseru Rokku,Vif Roc,Turbofelsen,Rocciarapida,Roca Veloz,액셀록,Accel Rock,衝岩 / 冲岩,Chōngyán / Chūngngàahm
710,liquidation,Liquidation,7,11,85,10,100,0,1,1,,,,アクアブレイク,Akua Bureiku,Aqua-Brèche,Aquadurchstoß,Idrobreccia,Hidroariete,아쿠아브레이크,Aqua Break,水流裂破,Shuǐliú Lièpò / Séuilàuh Lihtpo
711,prismatic-laser,Prismatic Laser,7,14,160,10,100,0,1,2,,,,プリズムレーザー,Purizumu Rēzā,Laser Prisme,Prisma-Laser,Prismalaser,Láser Prisma,프리즘레이저,Prism Laser,稜鏡鐳射 / 棱镜镭射,Léngjìng Léishè / Lìhnggeng Lèuihseh
712,spectral-thief,Spectral Thief,7,8,90,10,100,0,1,1,,,,シャドースチール,Shadō Suchīru,Clepto-Mânes,Diebesschatten,Ombrafurto,Robasombra,섀도스틸,Shadow Steal,暗影偷盜 / 暗影偷盗,Ànyǐng Tōudào / Amyíng Tāudouh
713,sunsteel-strike,Sunsteel Strike,7,9,100,5,100,0,1,1,,,,メテオドライブ,Meteo Doraibu,Choc Météore,Stahlgestirn,Astrocarica,Meteoimpacto,메테오드라이브,Meteor Drive,流星閃衝 / 流星闪冲,Liúxīng Shǎnchōng / Làuhsīng Símchūng
714,moongeist-beam,Moongeist Beam,7,8,100,5,100,0,1,2,,,,シャドーレイ,Shadō Rei,Rayon Spectral,Schattenstrahl,Raggio d'Ombra,Rayo Umbrío,섀도레이,Shadow Ray,暗影之光,Ànyǐng-zhī Guāng / Amyíng-jī Gwōng
715,tearful-look,Tearful Look,7,1,,20,,0,1,3,,,,なみだめ,Namida Me,Larme à l'Œil,Tränendrüse,Occhionilucidi,Ojos Llorosos,눈물그렁그렁,Nunmul Geureong-geureong,淚眼汪汪 / 泪眼汪汪,Lèiyǎn Wāngwāng / Leuihngáahn Wōngwōng
716,zing-zap,Zing Zap,7,13,80,10,100,0,1,1,,,,びりびりちくちく,Biribiri Chikuchiku,Électrikipik,Elektropikser,Elettropizzico,Electropunzada,찌리리따끔따끔,Jjiriri Ttakkeumttakkeum,麻麻刺刺,Mámá Cìcì / Màhmàh Chichi
717,natures-madness,Nature’s Madness,7,18,,10,90,0,1,2,,,,しぜんのいかり,Shizen no Ikari,Ire de la Nature,Naturzorn,Ira della Natura,Furia Natural,자연의분노,Jayeon-ui Bunno,自然之怒,Zìrán-zhī Nù / Jihyìhn-jī Nouh
718,multi-attack,Multi-Attack,7,1,120,10,100,0,1,1,,,,マルチアタック,Maruchi Atakku,Coup Varia-Type,Multi-Angriff,Multiattacco,Multiataque,멀티어택,Multi Attack,多屬性攻擊 / 多属性攻击,Duō Shǔxìng Gōngjí / Dō Suhksing Gūnggīk
719,10-000-000-volt-thunderbolt,"10,000,000 Volt Thunderbolt",7,13,195,1,,0,1,2,,,,1000まんボルト,Senman Boruto,Giga-Tonnerre,Tausendfacher Donnerblitz,Iperfulmine,Gigarrayo Fulminante,1000만볼트,Cheonman Volt,千萬伏特 / 千万伏特,Qiānwàn Fútè / Chīnmaahn Fuhkdahk
720,mind-blown,Mind Blown,7,10,150,5,100,0,11,2,,,,ビックリヘッド,Bikkuri Heddo,Caboche-Kaboum,Knallkopf,Sbalorditesta,Cabeza Sorpresa,깜짝헤드,Kkamjjak Head,驚爆大頭 / 惊爆大头,Jīngbào Dàtóu / Gīngbaau Daaihtàuh
721,plasma-fists,Plasma Fists,7,13,100,15,100,0,1,1,,,,プラズマフィスト,Purazuma Fisuto,Plasma Punch,Plasmafäuste,Pugni Plasma,Puños Plasma,플라스마피스트,Plasma Fist,等離子閃電拳 / 等离子闪电拳,Děnglízǐ Shǎndiàn Quán / Dánglèihjí Símdihn Kyùhn
722,photon-geyser,Photon Geyser,7,14,100,5,100,0,1,2,,,,フォトンゲイザー,Foton Geizā,Photo-Geyser,Photonen-Geysir,Geyser Fotonico,Géiser Fotónico,포톤가이저,Photon Geyser,光子噴湧 / 光子喷涌,Guāngzǐ Pēnyǒng / Gwōngjí Panyúng
723,light-that-burns-the-sky,Light That Burns the Sky,7,14,200,1,,0,1,2,,,,天焦がす滅亡の光,Ten Kogasu Metsubō no Hikari,Apocalypsis Luminis,Licht des Erlöschens,Fotodistruzione Apocalittica,Fotodestrucción Apocalíptica,하늘을태우는멸망의빛,Haneureul Tae-uneun Myeolmang-ui bit,焚天滅世熾光爆 / 焚天灭世炽光爆,Féntiān-Mièshì Chìguāngbào / Fàhntīn-Mihtsai Chigwōngbaau
724,searing-sunraze-smash,Searing Sunraze Smash,7,9,200,1,,0,1,1,,,,サンシャインスマッシャー,Sanshain Sumasshā,Hélio-Choc Dévastateur,Schmetternde Sonnenwalze,Supercollisione Solare,Embestida Solar,선샤인스매셔,Sunshine Smasher,日光迴旋下蒼穹 / 日光回旋下苍穹,Rìguāng Huíxuán Xiàcāngqiōng / Rìguāng Huíxuán Xiàcāngqióng / Yahtgwōng Wùihsyùhn Hahchōngkùhng
725,menacing-moonraze-maelstrom,Menacing Moonraze Maelstrom,7,8,200,1,,0,1,2,,,,ムーンライトブラスター,Mūnraito Burasutā,Rayons Séléno-Explosifs,Geballter Mondlaser,Deflagrazione Lunare,Deflagración Lunar,문라이트블래스터,Moonlight Blaster,月華飛濺落靈霄 / 月华飞溅落灵霄,Yuèhuá Fēijiàn Luòlíngxiāo / Yuhtwàh Fēijin Lohklìhngsīu
726,lets-snuggle-forever,Let’s Snuggle Forever,7,18,190,1,,0,1,1,,,,ぽかぼかフレンドタイム,Poka-Boka Furendo Taimu,Patati-Patattrape,Herzliche Knuddelkloppe,Dolcesacco di Botte,Somanta Amistosa,투닥투닥프렌드타임,Tudak-Tudak Friend Time,親密無間大亂揍 / 亲密无间大乱揍,Qīnmì-Wújiàn Dàluànzòu / Chānmaht-Mòuhgaan Daaihlyuhnjau
727,splintered-stormshards,Splintered Stormshards,7,6,190,1,,0,1,1,,,,ラジアルエッジストーム,Rajiaru Ejjistōmu,Hurlement des Roches-Lames,Fataler Steinregen,Litotempesta Radiale,Tempestad Rocosa,레이디얼에지스톰,Radial Edgestorm,狼嘯石牙颶風暴 / 狼啸石牙飓风暴,Lángxiào Shíyá Jùfēngbào / Lòhngsiu Sehkngàh Geuihfūngbouh
728,clangorous-soulblaze,Clangorous Soulblaze,7,16,185,1,,0,10,2,,,,ブレイジングソウルビート,Bureijingu Sōrubīto,Dracacophonie Flamboyante,Rasselnder Seelentanz,Dracofonia Divampante,Estruendo Implacable,브레이징소울비트,Blazing Soulbeat,熾魂熱舞烈音爆 / 炽魂热舞烈音爆,Chìhún Rèwǔ Lièyīnbào / Chiwàhn Yihtmóuh Lihtyāmbaau
729,zippy-zap,Zippy Zap,7,13,50,15,100,2,1,1,,,,ばちばちアクセル,Bachibachi Akuseru,Pika-Sprint,Britzelturbo,Sprintaboom,Pikaturbo,파찌파찌액셀,Pajji-Pajji Accel,電電加速 / 电电加速,Diàndiàn Jiāsù / Dihndihn Gāchūk
730,splishy-splash,Splishy Splash,7,11,90,15,100,0,10,2,,,,ざぶざぶサーフ,Zabuzabu Sāfu,Pika-Splash,Plätschersurfer,Surfasplash,Salpikasurf,참방참방서핑,Chambangchambang Surfing,滔滔衝浪 / 滔滔冲浪,Tāotāo Chōnglàng / Tōutōu Chūnglohng
731,floaty-fall,Floaty Fall,7,3,90,15,95,0,1,1,,,,ふわふわフォール,Fuwafuwa Fōru,Pika-Piqué,Schwebesturz,Piombaflap,Pikapicado,둥실둥실폴,Dungsildungsil Fall,飄飄墜落 / 飘飘坠落,Piāopiāo Zhuìluò / Pīupīu Jeuihlohk
732,pika-papow,Pika Papow,7,13,,20,,0,1,2,,,,ピカピカサンダー,Pikapika Sandā,Pika-Fracas,Pika-Flash,Pikasaetta,Pikatormenta,피카피카썬더,Pikapika Thunder,閃閃雷光 / 闪闪雷光,Shǎnshǎn Léiguāng / Símsím Lèuihgwōng
733,bouncy-bubble,Bouncy Bubble,7,11,90,15,100,0,1,2,,,,いきいきバブル,Ikiiki Baburu,Évo-Thalasso,Blubbsauger,Bollaslurp,Vapodrenaje,생생버블,Saengsaeng Bubble,活活氣泡 / 活活气泡,Huóhuó Qìpào / Wuhtwuht Heipóuh
734,buzzy-buzz,Buzzy Buzz,7,13,90,15,100,0,1,2,,,,びりびりエレキ,Biribiri Ereki,Évo-Dynamo,Knisterladung,Elettrozap,Joltioparálisis,찌릿찌릿일렉,Jjiritjjirit Elec,麻麻電擊 / 麻麻电击,Mámá Diànjí / Mámá Diànjī / Màhmàh Dihngīk
