identifier,name,default_item_sprite,default_item_sprite_small,item_category_identifier,introduced_in_generation_id,is_consumable,is_holdable,is_field_usable,description,notes,is_battle_usable
persim-berry,Persim Berry,https://cdn.pokedb.org/04c0ba35cf96538d2b00610d825d118b58374b238ce3064d01a7f4d125f3d139,https://cdn.pokedb.org/04c0ba35cf96538d2b00610d825d118b58374b238ce3064d01a7f4d125f3d139w20h20,berries,3,true,true,true,A Berry that cures a Pokémon of confusion when used or when held and consumed in battle.,Spiritual successor to the Bitter Berry from Generation II.,true
petaya-berry,Petaya Berry,https://cdn.pokedb.org/29f14cb1996860a6deb0c716302c4111ff79eb82667c17b4350ab8587df96ad8,https://cdn.pokedb.org/29f14cb1996860a6deb0c716302c4111ff79eb82667c17b4350ab8587df96ad8w20h20,berries,3,true,true,false,A Berry that raises the holder’s Special Attack when it is in a pinch.,,false
petilil-leaf,Petilil Leaf,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,tm-materials,9,true,false,false,A material dropped by Petilil or Lilligant that can be used to craft TMs at the TM Machine.,,false
pewter-crunchies,Pewter Crunchies,https://cdn.pokedb.org/3086a6fe7a41a450a929900e7e4c896da51fb760daa530185f43735f40ea21f3,https://cdn.pokedb.org/3086a6fe7a41a450a929900e7e4c896da51fb760daa530185f43735f40ea21f3w20h20,medicine,7,true,false,true,A local specialty snack from Pewter City that cures all non-volatile status conditions and confusion for one Pokémon.,,true
phanpy-nail,Phanpy Nail,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,tm-materials,9,true,false,false,A material dropped by Phanpy or Donphan that can be used to craft TMs at the TM Machine.,,false
phantump-twig,Phantump Twig,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,tm-materials,9,true,false,false,A material dropped by Phantump or Trevenant that can be used to craft TMs at the TM Machine.,,false
photo-album,Photo Album,https://cdn.pokedb.org/807506d9abb0c4fb583f1216caa10be6b08f2bc3f3f18e0c0ffd989cb2ccc66d,https://cdn.pokedb.org/807506d9abb0c4fb583f1216caa10be6b08f2bc3f3f18e0c0ffd989cb2ccc66dw20h20,key-items,4,false,false,true,A nice album for storing photos taken during the adventure.,Replaced by PC option.,false
pichu-fur,Pichu Fur,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,tm-materials,9,true,false,false,"A material dropped by Pichu, Pikachu, or Raichu that can be used to craft TMs at the TM Machine.",,false
pickle,Pickle,https://cdn.pokedb.org/40131e6e1672704952ac54bf791acc83f9341e107e188dbdf0eee4ef9a856ef8,https://cdn.pokedb.org/40131e6e1672704952ac54bf791acc83f9341e107e188dbdf0eee4ef9a856ef8w20h20,ingredients,9,true,false,false,A very sour sandwich ingredient made by pickling vegetables in a spiced vinegar brine.,,false
picnic-set,Picnic Set,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,picnic-items,9,false,false,true,A picnic item that allows the player to set up picnics from the menu.,,false
pidgeotite,Pidgeotite,https://cdn.pokedb.org/3e798f8a8b74df7fca2567a753a79d6eef4a0da9d145ad7f474f02be332a5036,https://cdn.pokedb.org/3e798f8a8b74df7fca2567a753a79d6eef4a0da9d145ad7f474f02be332a5036w20h20,mega-stones,6,false,true,false,A Mega Stone that allows Pidgeot to Mega Evolve into Mega Pidgeot when held.,Unaffected by item-negating effects; cannot be traded to Pokémon X and Y when held in Omega Ruby and Alpha Sapphire.,true
pidgey-candy,Pidgey Candy,https://cdn.pokedb.org/0e6cb1fcfba1551f901ec8ed2d1b53b891bb4f8d5ea8dd1573d49b6175bc9045,https://cdn.pokedb.org/0e6cb1fcfba1551f901ec8ed2d1b53b891bb4f8d5ea8dd1573d49b6175bc9045w20h20,candy,7,true,false,true,"A species-specific candy that increases all AVs by 1 point for Pidgey, Pidgeotto, or Pidgeot.",,false
pika-pika-pick,Pika-Pika Pick,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,picnic-items,9,,false,true,A Pikachu-themed pick used to finish sandwiches during picnics.,,false
pikachu-candy,Pikachu Candy,https://cdn.pokedb.org/f247426f007a4627bfaabc2f417e829f1bf98f06565afae809cc9f24c788184d,https://cdn.pokedb.org/f247426f007a4627bfaabc2f417e829f1bf98f06565afae809cc9f24c788184dw20h20,candy,7,true,false,true,A species-based candy usable by Pikachu and its evolutions.,,false
pikachu-cup,Pikachu Cup,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,picnic-items,9,false,false,false,A decorative picnic cup themed after Pikachu with no practical gameplay use.,,false
pikanium-z,Pikanium Z,https://cdn.pokedb.org/3fda5124a11a576fbcf854b190f15c81cd61f2fad79c655cfdc3d968d962b004,https://cdn.pokedb.org/3fda5124a11a576fbcf854b190f15c81cd61f2fad79c655cfdc3d968d962b004w20h20,z-crystals,7,false,true,false,A Pokémon-specific Z-Crystal that allows Pikachu to upgrade Volt Tackle into the Z-Move Catastropika.,,true
pikashunium-z,Pikashunium Z,https://cdn.pokedb.org/81835d9e1cbcf852ac4ccfd5b4efe5741bbef34ad6c14da9272f0b0e3ac85f16,https://cdn.pokedb.org/81835d9e1cbcf852ac4ccfd5b4efe5741bbef34ad6c14da9272f0b0e3ac85f16w20h20,z-crystals,7,false,true,false,"A Pokémon-specific Z-Crystal that allows Pikachu in a cap to upgrade Thunderbolt into the Z-Move 10,000,000 Volt Thunderbolt.",Only usable by Pikachu wearing a cap; cannot be removed by item-manipulating effects.,true
pikipek-feather,Pikipek Feather,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,tm-materials,9,true,false,false,A material dropped by the Pikipek evolutionary line that can be used to craft TMs at the TM Machine.,,false
pinap-berry,Pinap Berry,https://cdn.pokedb.org/daa03b563d99f10aae8e722aec11cf6c03fc6a47853a75902bf08e620950903a,https://cdn.pokedb.org/daa03b563d99f10aae8e722aec11cf6c03fc6a47853a75902bf08e620950903aw20h20,berries,3,true,true,true,"A yellow Berry introduced in Generation III, primarily used as an ingredient and with special effects in certain games.","Has special effects in Let's Go, Pikachu!/Eevee! and Legends: Arceus; also has Silver and Golden variants in Let's Go.",
pincurchin-spines,Pincurchin Spines,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,tm-materials,9,true,false,false,A material dropped by Pincurchin that can be used to craft TMs at the TM Machine.,,false
pineapple,Pineapple,https://cdn.pokedb.org/b16b992dd7681dc9889f2931eedc4db7f92bd29f49fe98b78eaa2ae7a4d26bd5,https://cdn.pokedb.org/b16b992dd7681dc9889f2931eedc4db7f92bd29f49fe98b78eaa2ae7a4d26bd5w20h20,ingredients,9,true,false,false,"A very tart fruit ingredient cut into chunks, used when making sandwiches.",,false
pineco-husk,Pineco Husk,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,tm-materials,9,true,false,false,A material dropped by Pineco or Forretress that can be used to craft TMs at the TM Machine.,,false
pink-apricorn,Pink Apricorn,https://cdn.pokedb.org/d1f05ae64525f8d0463ee392f30f5d2966fc754af08d02b5f232035789c5de6b,https://cdn.pokedb.org/d1f05ae64525f8d0463ee392f30f5d2966fc754af08d02b5f232035789c5de6bw20h20,apricorns,2,true,,true,A pink fruit used to craft Love Balls or blend into Aprijuice.,,false
pink-bottle,Pink Bottle,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,picnic-items,9,false,false,false,A decorative bottle used during picnics with no practical gameplay effect.,,false
pink-bow,Pink Bow,,,held-items,2,false,true,false,A held item that boosts the power of the holder's Normal-type moves.,Exclusive to Generation II; replaced by the Silk Scarf in Generation III.,false
pink-canari-plush-lv-1,Pink Canari Plush Lv. 1,,,key-items,9,false,false,false,A plush doll of Canari that holds a pink charm and slightly increases the number of Mega Shards obtained from Mega Crystals.,,false
pink-canari-plush-lv-2,Pink Canari Plush Lv. 2,,,key-items,9,false,false,false,A plush doll of Canari that holds a pink charm and increases the number of Mega Shards obtained from Mega Crystals.,,false
pink-canari-plush-lv-3,Pink Canari Plush Lv. 3,,,key-items,9,false,false,false,A plush doll of Canari that holds a pink charm and greatly increases the number of Mega Shards obtained from Mega Crystals.,,false
pink-chairs,Pink Chairs,,,picnic-items,9,false,false,true,A set of chairs used to decorate the player's picnic.,,false
pink-cup,Pink Cup,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,picnic-items,9,false,false,false,A decorative picnic cup with no practical use other than appearance.,,false
pink-nectar,Pink Nectar,https://cdn.pokedb.org/c8b05648cadbe7dfba5de3d28189275f9313be79b11382dd9876b127c7437cbe,https://cdn.pokedb.org/c8b05648cadbe7dfba5de3d28189275f9313be79b11382dd9876b127c7437cbew20h20,misc-items,7,true,false,true,A flower nectar that changes Oricorio to its Pa'u Style when used.,,false
pink-petal,Pink Petal,https://cdn.pokedb.org/1c294f9f94fb06bcf9e4c94bbf25e378d7a76f73e4adb27d0618c5abe69c885f,https://cdn.pokedb.org/1c294f9f94fb06bcf9e4c94bbf25e378d7a76f73e4adb27d0618c5abe69c885fw20h20,key-items,7,false,false,false,"A pressed flower petal received from Mina during her trial, meant to be collected with six other petals.",Collected as part of Mina's trial; combining all seven petals produces the Rainbow Flower.,false
pink-scarf,Pink Scarf,https://cdn.pokedb.org/df13287247ee8f4b01564dd955d309183aa3cdb3a2d2d755c6919c32638e820a,https://cdn.pokedb.org/df13287247ee8f4b01564dd955d309183aa3cdb3a2d2d755c6919c32638e820aw20h20,held-items,3,false,true,false,A held item that raises the holder’s Cuteness in Pokémon Contests.,,false
pink-tablecloth,Pink Tablecloth,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,picnic-items,9,false,false,false,A simple pink tablecloth used to decorate the player's picnic.,,false
pinsir-candy,Pinsir Candy,https://cdn.pokedb.org/d69492d01e3477dc98771893065ac1e623f78e3b17eaf69177e82496a8ace92d,https://cdn.pokedb.org/d69492d01e3477dc98771893065ac1e623f78e3b17eaf69177e82496a8ace92dw20h20,candy,7,true,false,true,A species-specific candy that increases all AVs by 1 point for Pinsir.,,false
pinsirite,Pinsirite,https://cdn.pokedb.org/765c277f98d394d560fc4bc9032a7a89a8163269eaad616ae93523f6104f4d2b,https://cdn.pokedb.org/765c277f98d394d560fc4bc9032a7a89a8163269eaad616ae93523f6104f4d2bw20h20,mega-stones,6,false,true,false,A Mega Stone that allows Pinsir to Mega Evolve into Mega Pinsir when held.,,true
pixie-plate,Pixie Plate,https://cdn.pokedb.org/dbe03a8ea1bb69e7b467647e1cae371300c872a7aedf6fcf0286e267da2c14cb,https://cdn.pokedb.org/dbe03a8ea1bb69e7b467647e1cae371300c872a7aedf6fcf0286e267da2c14cbw20h20,held-items,6,false,true,true,A stone tablet associated with Arceus that boosts the power of Fairy-type moves.,Acts as a Key Item in Pokémon Legends: Arceus.,true
plaid-chairs-b,Plaid Chairs (B),,,picnic-items,9,false,false,false,"A set of chairs designed for picnicking, inspired by the blue Plaid Tablecloth.",,false
plaid-chairs-r,Plaid Chairs (R),,,picnic-items,9,false,false,false,"A set of chairs designed for picnicking, inspired by a red plaid motif.",,false
plaid-chairs-y,Plaid Chairs (Y),,,picnic-items,9,false,false,false,A set of yellow plaid chairs used to decorate the player's picnic.,,false
plaid-tablecloth-b,Plaid Tablecloth (B),https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,picnic-items,9,false,false,true,A sturdy tablecloth made of thick fabric used to decorate the player's picnic.,,false
plaid-tablecloth-r,Plaid Tablecloth (R),https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,picnic-items,9,,,,A red plaid picnic tablecloth used to decorate the player's picnic table.,Having this item allows a picnicker on Reveler's Road in front of the Kitakami Hall to give the player the Plaid Chairs (R).,
plaid-tablecloth-y,Plaid Tablecloth (Y),https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,picnic-items,9,false,false,false,A sturdy yellow plaid tablecloth used to decorate the player's picnic.,,false
plasma-card,Plasma Card,https://cdn.pokedb.org/aebb0a7a860b870f67400485c49f5e85318342849f81e2732b46bd7687dc73ff,https://cdn.pokedb.org/aebb0a7a860b870f67400485c49f5e85318342849f81e2732b46bd7687dc73ffw20h20,key-items,5,false,false,true,A card key needed to enter the password inside the Plasma Frigate.,,false
plume-fossil,Plume Fossil,https://cdn.pokedb.org/04ba0204de31928a9c6b1372b8b577f5f97f5cef14aabe43573f820424a08107,https://cdn.pokedb.org/04ba0204de31928a9c6b1372b8b577f5f97f5cef14aabe43573f820424a08107w20h20,fossils,5,false,true,true,A fossil of an ancient Pokémon that lived in the sky and can be restored into Archen.,Counterpart of the Cover Fossil.,false
plump-beans,Plump Beans,,,misc-items,8,true,false,true,"Large, juicy beans that can be thrown as bait to attract certain Pokémon and are used as a crafting material.",,false
plusle-fur,Plusle Fur,,,tm-materials,9,true,false,false,A material dropped by Plusle that can be exchanged for LP or used with the Item Printer.,Not used in any TM recipes,false
poffin-case,Poffin Case,https://cdn.pokedb.org/4f20ceafaf44ff615f61fe762ca46eb360e98c39c3104936265f90bd947c7deb,https://cdn.pokedb.org/4f20ceafaf44ff615f61fe762ca46eb360e98c39c3104936265f90bd947c7debw20h20,key-items,4,false,false,false,A case that allows the player to store Poffins cooked from Berries.,,false
point-card,Point Card,https://cdn.pokedb.org/56345e1899835e50b52c3b49858a4eff33030a4daf3ddd98a395341e68c9dd2e,https://cdn.pokedb.org/56345e1899835e50b52c3b49858a4eff33030a4daf3ddd98a395341e68c9dd2ew20h20,key-items,4,false,false,false,A card that lists the Battle Points the player has earned.,,false
poison-barb,Poison Barb,https://cdn.pokedb.org/a4f25ad912852d8c1c299f40829490e1804f16d97662efc24606001469c1f232,https://cdn.pokedb.org/a4f25ad912852d8c1c299f40829490e1804f16d97662efc24606001469c1f232w20h20,held-items,2,false,true,false,A small poisonous barb that boosts the power of Poison-type moves when held.,,false
poison-gem,Poison Gem,https://cdn.pokedb.org/1097d152b04cfe6fc74b29501fcf1da60fbdd1473803b11ef3d03a66741f3789,https://cdn.pokedb.org/1097d152b04cfe6fc74b29501fcf1da60fbdd1473803b11ef3d03a66741f3789w20h20,held-items,5,true,true,false,A gem infused with poison that boosts the power of a Poison-type move once when held.,Unobtainable in Generation VI onward.,false
poison-memory,Poison Memory,https://cdn.pokedb.org/1e0374faba6f1c58a2578609f2dcd179f014d6ffdc44ef6e090aa7bfe837c6c6,https://cdn.pokedb.org/1e0374faba6f1c58a2578609f2dcd179f014d6ffdc44ef6e090aa7bfe837c6c6w20h20,held-items,7,false,true,true,A memory disc containing Poison-type data that changes Silvally’s type and the type of Multi-Attack.,Associated exclusively with Silvally and the RKS System ability.,true
poison-tera-shard,Poison Tera Shard,https://cdn.pokedb.org/d20b41e980b013b70300b4f3f78027b704f45e6a9485d8758c4cca7b8fd3975a,https://cdn.pokedb.org/d20b41e980b013b70300b4f3f78027b704f45e6a9485d8758c4cca7b8fd3975aw20h20,misc-items,9,true,true,true,A shard that can be used to change a Pokémon’s Tera Type to Poison.,"One of the Tera Shards; 50 are required to change Tera Type, except for Ogerpon and Terapagos.",false
poisonium-z,Poisonium Z,https://cdn.pokedb.org/692941324f89065e3a9693a98dd8c97a72e91ae2d3229a7693f070c81febae68,https://cdn.pokedb.org/692941324f89065e3a9693a98dd8c97a72e91ae2d3229a7693f070c81febae68w20h20,z-crystals,7,false,true,false,A type-specific Z-Crystal that upgrades Poison-type moves into powerful Z-Moves when held.,,true
poke-ball,Poké Ball,https://cdn.pokedb.org/03e67137960998e9c28b4bdef1c4b6dfa76e38f100a29878d84971950dcd181a,https://cdn.pokedb.org/03e67137960998e9c28b4bdef1c4b6dfa76e38f100a29878d84971950dcd181aw20h20,poke-balls,1,true,true,false,A basic Poké Ball used to catch wild Pokémon.,Standard Poké Ball used throughout the series; distinct from the Hisuian Poké Ball.,true
poke-ball-hisuian,Poké Ball,,,poke-balls,8,true,false,true,"A mysterious ball used in Hisui to catch wild Pokémon, crafted from natural materials.",Hisuian equivalent of the standard Poké Ball with a reduced catch rate.,true
poke-doll,Poké Doll,https://cdn.pokedb.org/72128cdef5898d0b571194b00cc3e863178c511e1dac0bdc23aa34720c7ee68b,https://cdn.pokedb.org/72128cdef5898d0b571194b00cc3e863178c511e1dac0bdc23aa34720c7ee68bw20h20,battle-items,1,true,false,false,"A doll that attracts the attention of wild Pokémon, guaranteeing escape from battle.",Japanese name means Clefairy Doll.,true
