item_identifier,version_identifier,item_acquisition_type_identifier,item_acquisition_subtype_identifier,location_area_identifier,location_detail,is_repeatable,is_hidden,is_guaranteed,quantity,probability,cost_amount,pokemon_currency_identifier,required_badge,unlock_condition,notes
sail-fossil,y,overworld,visible,glittering-cave,Choice between Sail Fossil and Jaw Fossil,false,false,true,,,,,,,
salad-mix,shield,shop,vendor,fields-of-honor,Ingredients Seller,true,false,true,,,400,pokedollars,,Requires access to the Isle of Armor,
salad-mix,shield,shop,vendor,rolling-fields,Ingredients Seller,true,false,true,,,400,pokedollars,,,
salad-mix,shield,shop,vendor,hammerlocke-hills,Ingredients Seller,true,false,true,,,400,pokedollars,,,
salad-mix,sword,shop,vendor,fields-of-honor,Ingredients Seller,true,false,true,,,400,pokedollars,,Requires access to the Isle of Armor,
salad-mix,sword,shop,vendor,rolling-fields,Ingredients Seller,true,false,true,,,400,pokedollars,,,
salad-mix,sword,shop,vendor,hammerlocke-hills,Ingredients Seller,true,false,true,,,400,pokedollars,,,
salamencite,alpha-sapphire,npc-gift,,meteor-falls,Zinnia's grandmother,false,false,true,,,,,,After completing the Delta Episode,
salamencite,legends-za,exchange,,quasartico-inc-building,,false,false,true,,,360,,,After completing Main Mission 30: Reaching Rank B,Requires Mega Shards
salamencite,moon,exchange,,battle-tree,,true,false,true,,,64,battle-points,,,
salamencite,omega-ruby,npc-gift,,meteor-falls,Zinnia's grandmother,false,false,true,,,,,,After completing the Delta Episode,
salamencite,sun,exchange,,battle-tree,,true,false,true,,,64,battle-points,,,
salamencite,ultra-moon,exchange,,battle-tree,,true,false,true,,,64,battle-points,,,
salamencite,ultra-sun,exchange,,battle-tree,,true,false,true,,,64,battle-points,,,
salt,scarlet,shop,specialty-shop,,Artisan Bakery,true,false,true,,,90,pokedollars,,,
salt,scarlet,overworld,visible,south-province-area-two,,false,false,true,,,,,,,
salt,scarlet,shop,specialty-shop,,Aquiesta Supermarket,true,false,true,,,90,pokedollars,,,
salt,the-indigo-disk,vending-machine,,terarium,Vending machines,true,false,true,,,90,pokedollars,,,
salt,the-teal-mask,shop,specialty-shop,,Peachy's,true,false,true,,,90,pokedollars,,,
salt,violet,shop,specialty-shop,,Artisan Bakery,true,false,true,,,90,pokedollars,,,
salt,violet,shop,specialty-shop,,Aquiesta Supermarket,true,false,true,,,90,pokedollars,,,
salt,violet,overworld,visible,south-province-area-two,,false,false,true,,,,,,,
salt-cake,legends-arceus,crafting,recipe,,Requires 1 Crunchy Salt and 1 Cake-Lure Base,true,false,true,,,,,,,
salt-cake,legends-arceus,request,,galaxy-hall,"Reward for completing Request 67: ""The Clefairy's Moonlit Dance""",false,false,true,5,,,,,,
salt-cake,legends-arceus,shop,vendor,,General store and base camp stores,true,false,true,,,400,pokedollars,,"After completing Request 71: ""New Wares Yet Again""",
salt-cake,legends-arceus,shop,vendor,ginkgo-guild-cart,Randomly sold by Ginter (×10),true,false,false,10,,,,,,
salty-herba-mystica,scarlet,story,,revelers-road,Reward for showing all 19 tablecloths to a picnicker,false,false,true,2,,,,,The Teal Mask,
salty-herba-mystica,scarlet,tera-raid,tera-raid-5star,,,true,false,false,,,,,,,Also obtainable from 6★ Tera Raid Battles.
salty-herba-mystica,scarlet,tournament,,,Ogre Oustin' (Hard difficulty),true,false,false,,,,,,The Teal Mask,
salty-herba-mystica,scarlet,npc-gift,,league-club-room,First battle reward from Larry after inviting him as a Special Coach,false,false,true,3,,,,,The Indigo Disk,
salty-herba-mystica,violet,npc-gift,,league-club-room,First battle reward from Larry after inviting him as a Special Coach,false,false,true,3,,,,,The Indigo Disk,
salty-herba-mystica,violet,tournament,,,Ogre Oustin' (Hard difficulty),true,false,false,,,,,,The Teal Mask,
salty-herba-mystica,violet,tera-raid,tera-raid-5star,,,true,false,false,,,,,,,Also obtainable from 6★ Tera Raid Battles.
salty-herba-mystica,violet,story,,revelers-road,Reward for showing all 19 tablecloths to a picnicker,false,false,true,2,,,,,The Teal Mask,
sand-radish,legends-arceus,overworld,recurring,alabaster-icelands,Recurring item spawn,true,false,true,,,,,,,
sand-radish,legends-arceus,harvest,,,Farm vegetable harvest,true,false,true,,,,,,,
sand-radish,legends-arceus,shop,vendor,jubilife-village,Ginkgo Guild cart (Tuli),true,false,true,,,,,,"After starting Mission 12: ""The Slumbering Lord of the Tundra""",
sandwich,scarlet,npc-gift,,cabo-poco,From Mom after battling Nemona for the first time,false,false,true,,,,,,After battling Nemona for the first time,
sandwich,violet,npc-gift,,cabo-poco,From Mom after battling Nemona for the first time,false,false,true,,,,,,After battling Nemona for the first time,
sapphire,firered,npc-defeat,,rocket-warehouse,Scientist Gideon,false,false,true,,,,,,,Recovered after defeating Scientist Gideon.
sapphire,leafgreen,npc-defeat,,rocket-warehouse,Scientist Gideon,false,false,true,,,,,,,Recovered after defeating Scientist Gideon.
sassy-mint,brilliant-diamond,exchange,,,Battle Park,true,false,true,,,50,battle-points,,,
sassy-mint,legends-arceus,harvest,,,Farm (mint harvest),true,false,false,,,,,,,
sassy-mint,scarlet,shop,specialty-shop,,Chansey Supply,true,false,true,,,20000,pokedollars,,After earning 6 Gym Badges,
sassy-mint,shield,exchange,,,Battle Tower,true,false,true,,,50,battle-points,,,
sassy-mint,shining-pearl,exchange,,,Battle Park,true,false,true,,,50,battle-points,,,
sassy-mint,sword,exchange,,,Battle Tower,true,false,true,,,50,battle-points,,,
sassy-mint,violet,shop,specialty-shop,,Chansey Supply,true,false,true,,,20000,pokedollars,,After earning 6 Gym Badges,
sausages,shield,npc-gift,,,Possible gift after cooking curry,true,false,false,,,,,,,
sausages,shield,npc-gift,,east-lake-axewell,Camping King,false,false,true,,,,,,,
sausages,shield,shop,vendor,rolling-fields,Ingredients Seller,true,false,true,,,400,pokedollars,,,
sausages,shield,quest,,,Poké Job reward (Tiers III–VI),true,false,false,,,,,,,
sausages,shield,npc-gift,,master-dojo,Refrigerator,true,false,true,,,,,,"After donating 100,000 Watts",The Isle of Armor
sausages,sword,npc-gift,,east-lake-axewell,Camping King,false,false,true,,,,,,,
sausages,sword,quest,,,Poké Job reward (Tiers III–VI),true,false,false,,,,,,,
sausages,sword,npc-gift,,master-dojo,Refrigerator,true,false,true,,,,,,"After donating 100,000 Watts",The Isle of Armor
sausages,sword,shop,vendor,rolling-fields,Ingredients Seller,true,false,true,,,400,pokedollars,,,
sausages,sword,npc-gift,,,Possible gift after cooking curry,true,false,false,,,,,,,
scanner,alpha-sapphire,overworld,hidden,sea-mauville,Submerged control room; requires Dive,false,true,true,,,,,,,
scanner,emerald,overworld,visible,abandoned-ship,Requires Dive,false,false,true,,,,,,,
scanner,omega-ruby,overworld,hidden,sea-mauville,Submerged control room; requires Dive,false,true,true,,,,,,,
scanner,ruby,overworld,visible,abandoned-ship,Requires Dive,false,false,true,,,,,,,
scanner,sapphire,overworld,visible,abandoned-ship,Requires Dive,false,false,true,,,,,,,
scarlet-book,scarlet,story,,area-zero,"Research Station No. 2, received from Arven",false,false,true,,,,,,,
scarlet-book,scarlet,exchange,,crystal-pool,"Professor Sada, after catching Terapagos, in exchange for Briar's Book",false,false,true,,,,,,After catching Terapagos (The Indigo Disk),
scatter-bang,legends-arceus,tournament,,practice-field,Balloon minigame reward,true,false,false,,,,,,,Random reward.
scatter-bang,legends-arceus,npc-gift,,veilstone-cape,"Reward for completing Request 49: ""Keep an Eye Out for Aipom!""",false,false,true,5,,,,,,
scatter-bang,legends-arceus,crafting,recipe,,,true,false,true,,,,,,,Requires 1 Pop Pod and 1 Caster Fern.
scatter-bang,legends-arceus,dropped,,cobalt-coastlands,Boxes and chests,true,false,false,,,,,,,
scatter-bang,legends-arceus,dropped,,coronet-highlands,Boxes and chests,true,false,false,,,,,,,
scatter-bang,legends-arceus,shop,vendor,,Ginkgo Guild cart (Ginter),true,false,false,10,,,,,,Randomly sold.
scatter-bang,legends-arceus,shop,vendor,,General store and base camp stores,true,false,true,,,500,pokedollars,,"After completing Request 43: ""More New Wares""",
sceptilite,alpha-sapphire,overworld,visible,hoenn-route-120,If the player's first partner Pokémon was Treecko,false,false,true,,,,,,,
sceptilite,alpha-sapphire,overworld,visible,hoenn-route-114,After defeating or capturing Kyogre,false,false,true,,,,,,If the player's first partner Pokémon was not Treecko,
sceptilite,legends-za,tournament,,,Ranked Battles Season 5,false,false,true,,,,,,Reach Rank ?,
sceptilite,moon,event,,,,false,false,true,,,,,,,
sceptilite,omega-ruby,overworld,visible,hoenn-route-120,If the player's first partner Pokémon was Treecko,false,false,true,,,,,,,
sceptilite,omega-ruby,overworld,visible,hoenn-route-114,After defeating or capturing Groudon,false,false,true,,,,,,If the player's first partner Pokémon was not Treecko,
sceptilite,sun,event,,,,false,false,true,,,,,,,
sceptilite,ultra-moon,exchange,,battle-tree,,true,false,true,,,64,battle-points,,,
sceptilite,ultra-sun,exchange,,battle-tree,,true,false,true,,,64,battle-points,,,
scizorite,alpha-sapphire,overworld,visible,petalburg-woods,After defeating or capturing Kyogre,false,false,true,,,,,,After defeating or capturing Kyogre,
scizorite,legends-za,shop,specialty-shop,stone-emporium,Stone Emporium,true,false,true,,,50000,pokedollars,,"After completing Main Mission 09: ""Chase That Mysterious Pokémon!""",
scizorite,moon,exchange,,battle-tree,Battle Tree,true,false,true,,,64,battle-points,,,
scizorite,omega-ruby,overworld,visible,petalburg-woods,After defeating or capturing Groudon,false,false,true,,,,,,After defeating or capturing Groudon,
scizorite,sun,exchange,,battle-tree,Battle Tree,true,false,true,,,64,battle-points,,,
scizorite,ultra-moon,exchange,,battle-tree,Battle Tree,true,false,true,,,64,battle-points,,,
scizorite,ultra-sun,exchange,,battle-tree,Battle Tree,true,false,true,,,64,battle-points,,,
scizorite,x,overworld,visible,frost-cavern,Requires an upgraded Mega Ring,false,false,true,,,,,,After obtaining an upgraded Mega Ring,
scizorite,y,overworld,visible,frost-cavern,Requires an upgraded Mega Ring,false,false,true,,,,,,After obtaining an upgraded Mega Ring,
scolipite,legends-za,exchange,,quasartico-inc-building,Quasartico Inc. headquarters,true,false,true,,,240,,,"After completing Main Mission 24: ""Reaching Rank C""",Requires Mega Shards
scope-lens,scarlet,shop,vendor,levincia,Delibird Presents (Levincia Branch),true,false,true,,,15000,pokedollars,,,
scope-lens,sword,overworld,visible,galar-route-09,,false,false,true,,,,,,,
scovillainite,legends-za,npc-defeat,,,Calming down Rogue Mega Scovillain in a 2-star unknown hyperspace distortion,false,false,true,,,,,,,
scraftinite,legends-za,exchange,,quasartico-inc-building,Quasartico Inc. headquarters,false,false,true,,,240,,,"After completing Main Mission 30: ""Reaching Rank B""",Requires Mega Shards
scroll-of-darkness,scarlet,auction,,porto-marinada,Porto Marinada auction,false,false,true,,,,,,If the player owns a Kubfu,
scroll-of-darkness,violet,auction,,porto-marinada,Porto Marinada auction,false,false,true,,,,,,If the player owns a Kubfu,
scroll-of-waters,scarlet,auction,,porto-marinada,Porto Marinada auction,true,false,true,,,,,,If the player owns a Kubfu,
scroll-of-waters,violet,auction,,porto-marinada,Porto Marinada auction,true,false,true,,,,,,If the player owns a Kubfu,
secret-key-kanto,blue,overworld,visible,pokemon-mansion-kanto,B1F,false,false,true,,,,,,,
secret-key-kanto,firered,overworld,visible,pokemon-mansion-kanto,B1F,false,false,true,,,,,,,
secret-key-kanto,leafgreen,overworld,visible,pokemon-mansion-kanto,B1F,false,false,true,,,,,,,
secret-key-kanto,lets-go-eevee,overworld,visible,pokemon-mansion-kanto,B1F,false,false,true,,,,,,,
secret-key-kanto,lets-go-pikachu,overworld,visible,pokemon-mansion-kanto,B1F,false,false,true,,,,,,,
secret-key-kanto,red,overworld,visible,pokemon-mansion-kanto,B1F,false,false,true,,,,,,,
secret-key-kanto,yellow,overworld,visible,pokemon-mansion-kanto,B1F,false,false,true,,,,,,,
secret-key-sinnoh,brilliant-diamond,story,,old-chateau,Automatically obtained after catching Rotom,false,false,true,,,,,,After catching Rotom,
secret-key-sinnoh,shining-pearl,story,,old-chateau,Automatically obtained after catching Rotom,false,false,true,,,,,,After catching Rotom,
secret-medicine,brilliant-diamond,npc-gift,,valor-lakefront,From Cynthia after defeating the Team Galactic Grunt from Pastoria City,false,false,true,,,,,,After defeating the Team Galactic Grunt,
secret-medicine,crystal,npc-gift,,cianwood-city,"Pharmacy, after speaking with Jasmine at the Olivine Lighthouse",false,false,true,,,,,,After speaking with Jasmine at the Olivine Lighthouse,
secret-medicine,diamond,npc-gift,,valor-lakefront,From Cynthia after defeating the Galactic Grunt from Pastoria City,false,false,true,,,,,,After defeating the Galactic Grunt,
secret-medicine,gold,npc-gift,,cianwood-city,"Pharmacy, after speaking with Jasmine at the Olivine Lighthouse",false,false,true,,,,,,After speaking with Jasmine at the Olivine Lighthouse,
secret-medicine,legends-arceus,npc-gift,,galaxy-hall,From Tomma after speaking with Martia at the Diamond Settlement,false,false,true,,,,,,Request 32: The Headache-Stricken Psyduck,
secret-medicine,pearl,npc-gift,,valor-lakefront,From Cynthia after defeating the Galactic Grunt from Pastoria City,false,false,true,,,,,,After defeating the Galactic Grunt,
secret-medicine,platinum,npc-gift,,valor-lakefront,From Cynthia after defeating the Galactic Grunt from Pastoria City,false,false,true,,,,,,After defeating the Galactic Grunt,
secret-medicine,shining-pearl,npc-gift,,valor-lakefront,From Cynthia after defeating the Team Galactic Grunt from Pastoria City,false,false,true,,,,,,After defeating the Team Galactic Grunt,
secret-medicine,silver,npc-gift,,cianwood-city,"Pharmacy, after speaking with Jasmine at the Olivine Lighthouse",false,false,true,,,,,,After speaking with Jasmine at the Olivine Lighthouse,
seed-of-mastery,legends-arceus,dropped,,,Dropped by wild alpha Pokémon,true,false,false,1,,,,,,
seed-of-mastery,legends-arceus,npc-gift,,jubilife-village,"Vessa, for collecting 20 wisps",false,false,true,1,,,,,After collecting 20 wisps,
seed-of-mastery,legends-arceus,npc-gift,,jubilife-village,"Vessa, for collecting 80 wisps",false,false,true,3,,,,,After collecting 80 wisps,
seed-of-mastery,legends-arceus,request,,ramanas-island,Reward for completing Request 51: Coming Up Roses,false,false,true,1,,,,,,
seed-of-mastery,legends-za,request,,vert-sector-8,Reward for completing Side Mission 074: Delibird Gets in a Flap,false,false,true,5,,,,,,
seed-of-mastery,legends-za,dropped,,,Dropped by wild alpha Pokémon,true,false,false,1,,,,,,
serious-mint,brilliant-diamond,exchange,,battle-park-sinnoh,Battle Park,true,false,true,,,50,battle-points,,,
serious-mint,legends-arceus,harvest,,jubilife-village-farm,Mint harvest,true,false,false,,,,,,,
serious-mint,scarlet,shop,vendor,,Chansey Supply,true,false,true,,,20000,pokedollars,,After earning 6 Gym Badges,
serious-mint,shield,exchange,,battle-tower-galar,Battle Tower,true,false,true,,,50,battle-points,,,
serious-mint,sword,exchange,,battle-tower-galar,Battle Tower,true,false,true,,,50,battle-points,,,
serious-mint,sword,overworld,recurring,soothing-wetlands,Hidden recurring item,true,true,true,,,,,,The Isle of Armor,
serious-mint,sword,overworld,recurring,giants-bed,Hidden recurring item,true,true,true,,,,,,The Crown Tundra,
shaderoot-carrot,shield,harvest,,old-cemetery,Plant Carrot Seeds in the area's crop plots,false,false,true,,,,,,,
shaderoot-carrot,sword,harvest,,old-cemetery,Plant Carrot Seeds in the area's crop plots,false,false,true,,,,,,,
shadow-mail,emerald,shop,poke-mart,sootopolis-city,Poké Mart,true,false,true,,,50,pokedollars,,,
shadow-mail,emerald,overworld,visible,trick-house,,false,false,true,,,,,,,
shadow-mail,firered,exchange,,,"Trade from Ruby, Sapphire, or Emerald",true,false,true,,,,,,,
shadow-mail,leafgreen,exchange,,,"Trade from Ruby, Sapphire, or Emerald",true,false,true,,,,,,,
shadow-mail,ruby,shop,poke-mart,sootopolis-city,Poké Mart,true,false,true,,,50,pokedollars,,,
shadow-mail,ruby,overworld,visible,trick-house,,false,false,true,,,,,,,
shadow-mail,sapphire,shop,poke-mart,sootopolis-city,Poké Mart,true,false,true,,,50,pokedollars,,,
shadow-mail,sapphire,overworld,visible,trick-house,,false,false,true,,,,,,,
shalour-sable,alpha-sapphire,overworld,visible,trick-house,,false,false,true,,,,,,,
shalour-sable,lets-go-eevee,overworld,visible,ss-anne,,false,false,true,,,,,,,
shalour-sable,lets-go-pikachu,overworld,visible,ss-anne,,false,false,true,,,,,,,
shalour-sable,moon,npc-gift,,,Pokémon Center Café,true,false,false,,,,,,,
shalour-sable,omega-ruby,overworld,visible,trick-house,,false,false,true,,,,,,,
shalour-sable,shield,npc-gift,,,,true,false,false,,,,,,,
shalour-sable,sun,npc-gift,,,Pokémon Center Café,true,false,false,,,,,,,
shalour-sable,sword,npc-gift,,,,true,false,false,,,,,,,
shalour-sable,ultra-moon,npc-gift,,festival-plaza,General Store,true,false,false,,,,,,,
shalour-sable,ultra-sun,npc-gift,,festival-plaza,General Store,true,false,false,,,,,,,
shalour-sable,x,exchange,,,Trade,true,false,true,,,,,,,
shalour-sable,y,exchange,,,Trade,true,false,true,,,,,,,
