item_identifier,version_identifier,price_type,amount,pokemon_currency_identifier,notes
shell-bell,scarlet-violet,buy,20000,pokedollars,
shell-bell,sun-moon,sell,2000,pokedollars,
shell-bell,sword-shield,sell,2000,pokedollars,
shell-bell,ultra-sun-ultra-moon,sell,2000,pokedollars,
shell-bell,x-y,sell,100,pokedollars,
shiny-stone,black-2-white-2,buy,4000,pokedollars,
shiny-stone,black-white,buy,10000,pokedollars,
shiny-stone,diamond-pearl,sell,1050,pokedollars,
shiny-stone,platinum,sell,1050,pokedollars,
shoal-salt,black-2-white-2,sell,7000,pokedollars,Sold to the gourmet maniac
shoal-salt,black-white,sell,7000,pokedollars,Sold to the gourmet maniac on Route 5
shoal-salt,diamond-pearl,sell,10,pokedollars,
shoal-salt,emerald,sell,10,pokedollars,
shoal-salt,firered-leafgreen,sell,10,pokedollars,
shoal-salt,heartgold-soulsilver,sell,10,pokedollars,
shoal-salt,platinum,sell,10,pokedollars,
shoal-salt,ruby-sapphire,sell,10,pokedollars,
shoal-shell,black-2-white-2,sell,7000,pokedollars,Sold to Ore Maniac in Icirrus City Pokémon Center
shoal-shell,black-white,sell,7000,pokedollars,Sold to Ore Maniac in Icirrus City Pokémon Center
shoal-shell,diamond-pearl,sell,10,pokedollars,
shoal-shell,emerald,sell,10,pokedollars,
shoal-shell,firered-leafgreen,sell,10,pokedollars,
shoal-shell,heartgold-soulsilver,sell,10,pokedollars,
shoal-shell,omega-ruby-alpha-sapphire,sell,10,pokedollars,
shoal-shell,platinum,sell,10,pokedollars,
shoal-shell,ruby-sapphire,sell,10,pokedollars,
shoal-shell,sun-moon,sell,10,pokedollars,
shoal-shell,ultra-sun-ultra-moon,sell,10,pokedollars,
shoal-shell,x-y,sell,10,pokedollars,
shock-drive,black-2-white-2,sell,500,pokedollars,
shock-drive,black-white,sell,500,pokedollars,
shock-drive,omega-ruby-alpha-sapphire,sell,500,pokedollars,
shock-drive,x-y,sell,500,pokedollars,
shuca-berry,black-2-white-2,sell,10,pokedollars,Can be sold to the gourmet maniac on Route 5 for 20
shuca-berry,black-white,sell,10,pokedollars,Can be sold to the gourmet maniac on Route 5 for 20
shuca-berry,diamond-pearl,sell,10,pokedollars,
shuca-berry,heartgold-soulsilver,sell,10,pokedollars,
shuca-berry,platinum,sell,10,pokedollars,
shuca-berry,scarlet-violet,sell,20,pokedollars,
shuca-berry,sword-shield,sell,40,pokedollars,
silk-scarf,diamond-pearl,sell,50,pokedollars,
silk-scarf,emerald,sell,50,pokedollars,
silk-scarf,firered-leafgreen,sell,50,pokedollars,
silk-scarf,platinum,sell,50,pokedollars,
silk-scarf,ruby-sapphire,sell,50,pokedollars,
silk-scarf,scarlet-violet,buy,3000,pokedollars,
silk-scarf,scarlet-violet,sell,750,pokedollars,
silk-scarf,sun-moon,sell,500,pokedollars,
silk-scarf,sword-shield,buy,3000,pokedollars,
silk-scarf,sword-shield,sell,500,pokedollars,
silk-scarf,ultra-sun-ultra-moon,sell,500,pokedollars,
silver-bottle,scarlet-violet,buy,20000,pokedollars,
silver-bottle,scarlet-violet,sell,5000,pokedollars,
silver-cup,scarlet-violet,buy,10000,pokedollars,
silver-cup,scarlet-violet,sell,2500,pokedollars,
silver-leaf,crystal,buy,1000,pokedollars,
silver-leaf,crystal,sell,500,pokedollars,
silver-leaf,gold,buy,1000,pokedollars,
silver-leaf,gold,sell,500,pokedollars,
silver-leaf,lets-go-eevee,sell,500,pokedollars,
silver-leaf,lets-go-pikachu,sell,500,pokedollars,
silver-leaf,silver,sell,500,pokedollars,
silver-leaf,silver,buy,1000,pokedollars,
silver-nanab-berry,lets-go-pikachu-lets-go-eevee,sell,500,pokedollars,
silver-pick,scarlet-violet,buy,40,pokedollars,
silver-pick,scarlet-violet,sell,10,pokedollars,
silver-pinap-berry,lets-go-pikachu-lets-go-eevee,sell,500,pokedollars,
silver-powder,scarlet-violet,buy,3000,pokedollars,
silver-powder,scarlet-violet,sell,750,pokedollars,
silver-powder,sun-moon,sell,500,pokedollars,
silver-powder,sword-shield,sell,500,pokedollars,
silver-powder,sword-shield,buy,3000,pokedollars,
silver-razz-berry,lets-go-pikachu-lets-go-eevee,sell,500,pokedollars,
sitrus-berry,legends-arceus,buy,800,pokedollars,
sitrus-berry,legends-arceus,sell,200,pokedollars,
sitrus-berry,red-blue,sell,10,pokedollars,
sitrus-berry,sword-shield,sell,40,pokedollars,
skull-fossil,black-2-white-2,sell,500,pokedollars,
skull-fossil,black-white,sell,500,pokedollars,
skull-fossil,brilliant-diamond-shining-pearl,sell,500,pokedollars,
skull-fossil,diamond-pearl,sell,500,pokedollars,
skull-fossil,heartgold-soulsilver,sell,500,pokedollars,
skull-fossil,omega-ruby-alpha-sapphire,sell,500,pokedollars,
skull-fossil,platinum,sell,500,pokedollars,
skull-fossil,sun,buy,7000,pokedollars,
skull-fossil,sun-moon,sell,3500,pokedollars,
skull-fossil,ultra-sun,buy,7000,pokedollars,
skull-fossil,ultra-sun-ultra-moon,sell,3500,pokedollars,
skull-fossil,x-y,sell,500,pokedollars,
sky-plate,black-2-white-2,sell,500,pokedollars,
sky-plate,black-white,sell,500,pokedollars,
sky-plate,brilliant-diamond-shining-pearl,sell,500,pokedollars,
sky-plate,diamond-pearl,sell,500,pokedollars,
sky-plate,heartgold-soulsilver,sell,500,pokedollars,
sky-plate,omega-ruby-alpha-sapphire,sell,500,pokedollars,
sky-plate,platinum,sell,500,pokedollars,
sky-plate,sun-moon,buy,10000,pokedollars,
sky-plate,sun-moon,sell,500,pokedollars,
sky-plate,ultra-sun-ultra-moon,buy,10000,pokedollars,
sky-plate,ultra-sun-ultra-moon,sell,500,pokedollars,
sky-plate,x-y,sell,500,pokedollars,
sky-tumblestone,legends-arceus,buy,100,pokedollars,
sky-tumblestone,legends-arceus,sell,25,pokedollars,
slowbronite,lets-go-pikachu-lets-go-eevee,buy,30000,pokedollars,
slowpoke-tail,crystal,sell,4900,pokedollars,
slowpoke-tail,crystal,buy,9800,pokedollars,
slowpoke-tail,gold-silver,sell,4900,pokedollars,
slowpoke-tail,gold-silver,buy,9800,pokedollars,
smart-candy,lets-go-pikachu-lets-go-eevee,sell,10,pokedollars,
smart-candy-l,lets-go-pikachu-lets-go-eevee,sell,10,pokedollars,
smart-candy-xl,lets-go-pikachu-lets-go-eevee,sell,10,pokedollars,
smiling-vee-pick,scarlet-violet,buy,1200,pokedollars,
smiling-vee-pick,scarlet-violet,sell,300,pokedollars,
smoke-ball,black-2-white-2,sell,100,pokedollars,
smoke-ball,black-white,sell,100,pokedollars,
smoke-ball,crystal,sell,100,pokedollars,
smoke-ball,diamond-pearl,sell,100,pokedollars,
smoke-ball,emerald,sell,100,pokedollars,
smoke-ball,gold-silver,sell,100,pokedollars,
smoke-ball,platinum,sell,100,pokedollars,
smoke-ball,ruby-sapphire,sell,100,pokedollars,
smoke-ball,scarlet-violet,sell,3750,pokedollars,
smoke-ball,scarlet-violet,buy,15000,pokedollars,
smoke-ball,sun-moon,sell,2000,pokedollars,
smoke-ball,sword-shield,sell,2000,pokedollars,
smoke-ball,ultra-sun-ultra-moon,sell,2000,pokedollars,
smoke-bomb,legends-arceus,buy,400,pokedollars,
smoke-bomb,legends-arceus,sell,100,pokedollars,
smoke-poke-tail,sword-shield,buy,2200,pokedollars,
smoke-poke-tail,sword-shield,sell,1100,pokedollars,
smoked-fillet,scarlet-violet,buy,330,pokedollars,
smoked-fillet,scarlet-violet,sell,82,pokedollars,
smooth-rock,diamond-pearl,sell,100,pokedollars,
smooth-rock,platinum,sell,100,pokedollars,
smooth-rock,scarlet-violet,buy,8000,pokedollars,
smooth-rock,scarlet-violet,sell,2000,pokedollars,
smooth-rock,sun-moon,sell,2000,pokedollars,
smooth-rock,sword-shield,sell,2000,pokedollars,
smooth-rock,ultra-sun-ultra-moon,sell,2000,pokedollars,
snow-mail,diamond-pearl,sell,25,pokedollars,
snow-mail,diamond-pearl,buy,50,pokedollars,
snow-mail,heartgold-soulsilver,buy,50,pokedollars,
snow-mail,heartgold-soulsilver,sell,25,pokedollars,
snow-mail,platinum,sell,25,pokedollars,
snow-mail,platinum,buy,50,pokedollars,
snowball,legends-arceus,sell,10,pokedollars,
snowball,omega-ruby-alpha-sapphire,sell,100,pokedollars,
snowball,scarlet-violet,buy,5000,pokedollars,
snowball,scarlet-violet,sell,1250,pokedollars,
snowball,sun-moon,sell,2000,pokedollars,
snowball,sword-shield,sell,2000,pokedollars,
snowball,ultra-sun-ultra-moon,sell,2000,pokedollars,
snowball,x-y,sell,100,pokedollars,
soda-pop,red-blue,sell,150,pokedollars,
soda-pop,red-blue,buy,300,pokedollars,
soda-pop,scarlet-violet,buy,300,pokedollars,
soda-pop,scarlet-violet,sell,75,pokedollars,
soda-pop,yellow,sell,150,pokedollars,
soda-pop,yellow,buy,300,pokedollars,
soft-sand,crystal,sell,50,pokedollars,
soft-sand,diamond-pearl,sell,50,pokedollars,
soft-sand,emerald,sell,50,pokedollars,
soft-sand,gold-silver,sell,50,pokedollars,
soft-sand,platinum,sell,50,pokedollars,
soft-sand,ruby-sapphire,sell,50,pokedollars,
soft-sand,scarlet-violet,sell,750,pokedollars,
soft-sand,scarlet-violet,buy,3000,pokedollars,
soft-sand,sun-moon,sell,500,pokedollars,
soft-sand,ultra-sun-ultra-moon,sell,500,pokedollars,
sootfoot-root,legends-arceus,buy,300,pokedollars,
sootfoot-root,legends-arceus,sell,75,pokedollars,
soothe-bell,black-2-white-2,sell,50,pokedollars,
soothe-bell,black-white,sell,50,pokedollars,
soothe-bell,brilliant-diamond-shining-pearl,sell,50,pokedollars,
soothe-bell,diamond-pearl,sell,50,pokedollars,
soothe-bell,emerald,sell,50,pokedollars,
soothe-bell,firered-leafgreen,sell,50,pokedollars,
soothe-bell,heartgold-soulsilver,sell,50,pokedollars,
soothe-bell,legends-za,sell,750,pokedollars,
soothe-bell,omega-ruby-alpha-sapphire,sell,50,pokedollars,
soothe-bell,platinum,sell,50,pokedollars,
soothe-bell,ruby-sapphire,sell,50,pokedollars,
soothe-bell,scarlet-violet,buy,5000,pokedollars,
soothe-bell,scarlet-violet,sell,1250,pokedollars,
soothe-bell,sun-moon,sell,2000,pokedollars,
soothe-bell,sword-shield,sell,2000,pokedollars,
soothe-bell,ultra-sun-ultra-moon,sell,2000,pokedollars,
soothe-bell,x-y,sell,50,pokedollars,
soul-dew,black-white,sell,100,pokedollars,
soul-dew,diamond-pearl,sell,100,pokedollars,
soul-dew,firered-leafgreen,sell,100,pokedollars,
soul-dew,omega-ruby-alpha-sapphire,sell,100,pokedollars,
soul-dew,platinum,sell,100,pokedollars,
soul-dew,ruby-sapphire,sell,100,pokedollars,
soul-dew,x-y,sell,100,pokedollars,
space-mail,diamond-pearl,buy,50,pokedollars,
space-mail,diamond-pearl,sell,25,pokedollars,
space-mail,heartgold-soulsilver,buy,50,pokedollars,
space-mail,heartgold-soulsilver,sell,25,pokedollars,
space-mail,platinum,buy,50,pokedollars,
space-mail,platinum,sell,25,pokedollars,
spell-tag,diamond-pearl,sell,50,pokedollars,
spell-tag,gold-silver,sell,50,pokedollars,
spell-tag,ruby-sapphire,sell,50,pokedollars,
spell-tag,scarlet-violet,sell,750,pokedollars,
spell-tag,scarlet-violet,buy,3000,pokedollars,
spell-tag,sun-moon,sell,500,pokedollars,
spell-tag,sword-shield,sell,500,pokedollars,
spell-tag,sword-shield,buy,3000,pokedollars,
spelon-berry,black-white,sell,500,pokedollars,Sold to the gourmet maniac on Route 5
spelon-berry,red-blue,sell,10,pokedollars,
spice-mix,sword-shield,buy,400,pokedollars,
spice-mix,sword-shield,sell,200,pokedollars,
splash-plate,black-2-white-2,sell,500,pokedollars,
splash-plate,black-white,sell,500,pokedollars,
splash-plate,brilliant-diamond-shining-pearl,sell,500,pokedollars,
splash-plate,diamond-pearl,sell,500,pokedollars,
splash-plate,heartgold-soulsilver,sell,500,pokedollars,
splash-plate,omega-ruby-alpha-sapphire,sell,500,pokedollars,
splash-plate,platinum,sell,500,pokedollars,
splash-plate,sun-moon,sell,500,pokedollars,
splash-plate,sun-moon,buy,10000,pokedollars,
splash-plate,ultra-sun-ultra-moon,buy,10000,pokedollars,
splash-plate,ultra-sun-ultra-moon,sell,500,pokedollars,
splash-plate,x-y,sell,500,pokedollars,
spoiled-apricorn,legends-arceus,sell,10,pokedollars,
spooky-plate,diamond-pearl,sell,500,pokedollars,
spooky-tablecloth,scarlet-violet,sell,1000,pokedollars,
spooky-tablecloth,scarlet-violet,buy,4000,pokedollars,
sport-ball,black-2-white-2,sell,150,pokedollars,
sport-ball,black-white,sell,150,pokedollars,
sport-ball,heartgold-soulsilver,sell,150,pokedollars,
sport-ball,lets-go-pikachu-lets-go-eevee,sell,150,pokedollars,
sport-ball,omega-ruby-alpha-sapphire,sell,150,pokedollars,
sport-ball,sun-moon,sell,150,pokedollars,
sport-ball,sword-shield,sell,150,pokedollars,
sport-ball,ultra-sun-ultra-moon,sell,150,pokedollars,
sport-ball,x-y,sell,150,pokedollars,
springy-mushroom,legends-arceus,buy,200,pokedollars,
springy-mushroom,legends-arceus,sell,50,pokedollars,
stable-mulch,black-2-white-2,sell,100,pokedollars,Can be sold to the mulch maniac for 1000
stable-mulch,black-2-white-2,buy,400,pokedollars,
stable-mulch,diamond-pearl,buy,200,pokedollars,
stable-mulch,diamond-pearl,sell,100,pokedollars,
stable-mulch,heartgold-soulsilver,buy,200,pokedollars,
stable-mulch,heartgold-soulsilver,sell,100,pokedollars,
stable-mulch,platinum,sell,100,pokedollars,
stable-mulch,platinum,buy,200,pokedollars,
star-piece,gold-silver,sell,4900,pokedollars,
star-piece,gold-silver,buy,4600,pokedollars,
star-piece,legends-arceus,sell,5000,pokedollars,
star-piece,sun-moon,sell,6000,pokedollars,
star-piece,sword-shield,sell,6000,pokedollars,
star-sweet,scarlet-violet,sell,250,pokedollars,
star-sweet,sword-shield,sell,250,pokedollars,
stardust,crystal,buy,900,pokedollars,
stardust,crystal,sell,1000,pokedollars,
stardust,gold-silver,buy,900,pokedollars,
stardust,gold-silver,sell,1000,pokedollars,
stardust,sun-moon,sell,1500,pokedollars,
stardust,sword-shield,sell,1500,pokedollars,Can be sold for 4000 Pokédollars to the valuable item buyer in Stow-on-Side
stardust,ultra-sun-ultra-moon,sell,1500,pokedollars,
starf-berry,black-white,sell,10,pokedollars,
starf-berry,brilliant-diamond-shining-pearl,sell,10,pokedollars,
starf-berry,diamond-pearl,sell,10,pokedollars,
starf-berry,emerald,sell,10,pokedollars,
starf-berry,platinum,sell,10,pokedollars,
starf-berry,ruby-sapphire,sell,10,pokedollars,
starf-berry,scarlet-violet,sell,20,pokedollars,
starf-berry,sun-moon,sell,10,pokedollars,
starf-berry,sword-shield,sell,40,pokedollars,
starf-berry,ultra-sun-ultra-moon,sell,10,pokedollars,
starf-berry,x-y,sell,10,pokedollars,
stealth-spray,legends-arceus,buy,800,pokedollars,
stealth-spray,legends-arceus,sell,200,pokedollars,
steel-bottle-b,scarlet-violet,buy,1500,pokedollars,
steel-bottle-b,scarlet-violet,sell,375,pokedollars,
steel-bottle-r,scarlet-violet,buy,1500,pokedollars,
steel-bottle-r,scarlet-violet,sell,375,pokedollars,
steel-bottle-y,scarlet-violet,buy,1500,pokedollars,
steel-bottle-y,scarlet-violet,sell,375,pokedollars,
steel-gem,black-2-white-2,sell,100,pokedollars,
steel-gem,black-white,sell,100,pokedollars,
steel-gem,lets-go-pikachu-lets-go-eevee,sell,100,pokedollars,
steel-gem,omega-ruby-alpha-sapphire,sell,100,pokedollars,
steel-gem,sun-moon,sell,100,pokedollars,
steel-gem,ultra-sun-ultra-moon,sell,100,pokedollars,
steel-gem,x-y,sell,100,pokedollars,
steel-mail,diamond-pearl,buy,50,pokedollars,
steel-mail,diamond-pearl,sell,25,pokedollars,
steel-mail,heartgold-soulsilver,buy,50,pokedollars,
steel-mail,heartgold-soulsilver,sell,25,pokedollars,
steel-mail,platinum,buy,50,pokedollars,
steel-mail,platinum,sell,25,pokedollars,
steel-memory,sun-moon,sell,500,pokedollars,
steel-memory,sword-shield,sell,500,pokedollars,
steel-memory,ultra-sun-ultra-moon,sell,500,pokedollars,
steel-tera-shard,scarlet-violet,sell,500,pokedollars,
steelixite,legends-za,buy,70000,pokedollars,
stellar-tera-shard,scarlet-violet,sell,1500,pokedollars,
sticky-barb,black-2-white-2,sell,100,pokedollars,
sticky-barb,black-white,sell,100,pokedollars,
sticky-barb,brilliant-diamond-shining-pearl,sell,100,pokedollars,
sticky-barb,diamond-pearl,sell,100,pokedollars,
sticky-barb,heartgold-soulsilver,sell,100,pokedollars,
sticky-barb,omega-ruby-alpha-sapphire,sell,100,pokedollars,
sticky-barb,platinum,sell,100,pokedollars,
sticky-barb,scarlet-violet,sell,2500,pokedollars,
sticky-barb,scarlet-violet,buy,10000,pokedollars,
sticky-barb,sun-moon,sell,2000,pokedollars,
sticky-barb,sword-shield,sell,2000,pokedollars,
sticky-barb,ultra-sun-ultra-moon,sell,2000,pokedollars,
sticky-barb,x-y,sell,100,pokedollars,
sticky-glob,legends-arceus,sell,200,pokedollars,
sticky-glob,legends-arceus,buy,800,pokedollars,
stone-plate,black-2-white-2,sell,500,pokedollars,
stone-plate,black-white,sell,500,pokedollars,
stone-plate,diamond-pearl,sell,500,pokedollars,
stone-plate,heartgold-soulsilver,sell,500,pokedollars,
stone-plate,omega-ruby-alpha-sapphire,sell,500,pokedollars,
stone-plate,platinum,sell,500,pokedollars,
stone-plate,sun-moon,sell,500,pokedollars,
stone-plate,sun-moon,buy,10000,pokedollars,
stone-plate,ultra-sun-ultra-moon,buy,10000,pokedollars,
stone-plate,ultra-sun-ultra-moon,sell,500,pokedollars,
stone-plate,x-y,sell,500,pokedollars,
strange-souvenir,omega-ruby-alpha-sapphire,sell,5,pokedollars,
strange-souvenir,sun-moon,buy,3000,pokedollars,
strange-souvenir,sun-moon,sell,1500,pokedollars,
strange-souvenir,ultra-sun-ultra-moon,sell,1500,pokedollars,
strange-souvenir,ultra-sun-ultra-moon,buy,3000,pokedollars,
strange-souvenir,x-y,sell,5,pokedollars,
strawberry,scarlet-violet,buy,140,pokedollars,
strawberry,scarlet-violet,sell,35,pokedollars,
strawberry-sweet,scarlet-violet,sell,250,pokedollars,
strawberry-sweet,sword-shield,sell,250,pokedollars,
stretchy-spring,lets-go-pikachu-lets-go-eevee,sell,10,pokedollars,
striped-bottle,scarlet-violet,buy,1000,pokedollars,
striped-bottle,scarlet-violet,sell,250,pokedollars,
striped-cup,scarlet-violet,sell,200,pokedollars,
striped-cup,scarlet-violet,buy,800,pokedollars,
striped-tablecloth,scarlet-violet,buy,1500,pokedollars,
striped-tablecloth,scarlet-violet,sell,375,pokedollars,
sun-stone,blue,buy,10000,pokedollars,
sun-stone,crystal,sell,1050,pokedollars,
sun-stone,gold-silver,sell,1050,pokedollars,
sun-stone,legends-arceus,sell,750,pokedollars,
sun-stone,legends-za,buy,3000,pokedollars,
sun-stone,sun-moon,sell,1500,pokedollars,
sun-stone,ultra-sun-ultra-moon,sell,1500,pokedollars,
sunrise-flower-pick,scarlet-violet,sell,250,pokedollars,
sunrise-flower-pick,scarlet-violet,buy,1000,pokedollars,
sunset-flower-pick,scarlet-violet,buy,1000,pokedollars,
sunset-flower-pick,scarlet-violet,sell,250,pokedollars,
super-lure,lets-go-pikachu-lets-go-eevee,buy,700,pokedollars,
super-lure,lets-go-pikachu-lets-go-eevee,sell,350,pokedollars,
super-potion,legends-arceus,buy,400,pokedollars,
super-potion,legends-arceus,sell,100,pokedollars,
super-potion,red-blue,sell,350,pokedollars,
super-potion,red-blue,buy,700,pokedollars,
super-potion,scarlet-violet,buy,700,pokedollars,
super-potion,scarlet-violet,sell,175,pokedollars,
super-repel,red-blue,buy,500,pokedollars,
super-repel,red-blue,sell,250,pokedollars,
super-repel,sun-moon,sell,350,pokedollars,
super-repel,sun-moon,buy,700,pokedollars,
super-repel,ultra-sun-ultra-moon,buy,700,pokedollars,
super-repel,ultra-sun-ultra-moon,sell,350,pokedollars,
super-repel,yellow,sell,250,pokedollars,
super-repel,yellow,buy,500,pokedollars,
superb-remedy,legends-arceus,sell,375,pokedollars,
surf-mail,crystal,sell,25,pokedollars,
surf-mail,crystal,buy,50,pokedollars,
surf-mail,gold,buy,50,pokedollars,
surf-mail,gold,sell,25,pokedollars,
surf-mail,silver,buy,50,pokedollars,
surf-mail,silver,sell,25,pokedollars,
surprise-mulch,omega-ruby-alpha-sapphire,sell,100,pokedollars,
surprise-mulch,sun-moon,sell,100,pokedollars,
surprise-mulch,ultra-sun-ultra-moon,sell,100,pokedollars,
surprise-mulch,x-y,sell,100,pokedollars,
survival-charm,legends-arceus,buy,25000,pokedollars,Varies by color
survival-charm,legends-arceus,buy,40000,pokedollars,Varies by color
survival-charm,legends-arceus,sell,5,pokedollars,
survival-charm,legends-arceus,buy,3000,pokedollars,Varies by color
survival-charm,legends-arceus,buy,8000,pokedollars,Varies by color
survival-charm,legends-arceus,buy,15000,pokedollars,Varies by color
swap-snack,legends-arceus,sell,600,pokedollars,
sweet-apple,scarlet-violet,buy,2200,pokedollars,
sweet-apple,scarlet-violet,sell,550,pokedollars,
sweet-apple,sword-shield,sell,1100,pokedollars,
sweet-heart,black-2-white-2,sell,50,pokedollars,
sweet-heart,black-white,sell,50,pokedollars,
sweet-heart,omega-ruby-alpha-sapphire,sell,50,pokedollars,
