move_id,version_identifier,flavor_text
341,heartgold-soulsilver,The user attacks by hurling a blob of mud at the foe. It also reduces the target’s Speed.
341,lets-go-pikachu-lets-go-eevee,The user attacks by hurling a blob of mud at the target. This also lowers the target’s Speed stat.
341,omega-ruby-alpha-sapphire,The user attacks by hurling a blob of mud at the target. This also lowers the target’s Speed stat.
341,platinum,The user attacks by hurling a blob of mud at the foe. It also reduces the target’s Speed.
341,ruby-sapphire,Hurls mud at the foe and reduces SPEED.
341,sun-moon,The user attacks by hurling a blob of mud at the target. This also lowers the target’s Speed stat.
341,sword-shield,The user attacks by hurling a blob of mud at the target. This also lowers the target’s Speed stat.
341,ultra-sun-ultra-moon,The user attacks by hurling a blob of mud at the target. This also lowers the target’s Speed stat.
341,x-y,The user attacks by hurling a blob of mud at the target. This also lowers the target’s Speed stat.
342,black-2-white-2,The user hits the target with its tail. It may also poison the target. Critical hits land more easily.
342,black-white,The user hits the target with its tail. It may also poison the target. Critical hits land more easily.
342,diamond-pearl,An attack with a high critical-hit ratio. This tail attack may also poison the foe.
342,emerald,Has a high critical-hit ratio. May also poison.
342,firered-leafgreen,An attack with a high critical-hit ratio. It may also poison the foe.
342,heartgold-soulsilver,An attack with a high critical-hit ratio. This tail attack may also poison the foe.
342,lets-go-pikachu-lets-go-eevee,The user hits the target with its tail. This may also poison the target. Critical hits land more easily.
342,omega-ruby-alpha-sapphire,The user hits the target with its tail. This may also poison the target. Critical hits land more easily.
342,platinum,An attack with a high critical-hit ratio. This tail attack may also poison the foe.
342,ruby-sapphire,Has a high critical-hit ratio. May also poison.
342,sun-moon,The user hits the target with its tail. This may also poison the target. Critical hits land more easily.
342,sword-shield,The user hits the target with its tail. This may also poison the target. Critical hits land more easily.
342,ultra-sun-ultra-moon,The user hits the target with its tail. This may also poison the target. Critical hits land more easily.
342,x-y,The user hits the target with its tail. This may also poison the target. Critical hits land more easily.
343,black-2-white-2,"The user endearingly approaches the target, then steals the target’s held item."
343,black-white,"The user endearingly approaches the target, then steals the target’s held item."
343,diamond-pearl,"The user endearingly approaches the foe, then steals the item the foe is holding."
343,emerald,Cutely begs to obtain an item held by the foe.
343,firered-leafgreen,A cutely executed attack that also steals the foe’s hold item.
343,heartgold-soulsilver,"The user endearingly approaches the foe, then steals the item the foe is holding."
343,lets-go-pikachu-lets-go-eevee,"The user endearingly approaches the target, then steals the target’s held item."
343,omega-ruby-alpha-sapphire,"The user endearingly approaches the target, then steals the target’s held item."
343,platinum,"The user endearingly approaches the foe, then steals the item the foe is holding."
343,ruby-sapphire,Cutely begs to obtain an item held by the foe.
343,sun-moon,"The user endearingly approaches the target, then steals the target’s held item."
343,sword-shield,"The user endearingly approaches the target, then steals the target’s held item."
343,ultra-sun-ultra-moon,"The user endearingly approaches the target, then steals the target’s held item."
343,x-y,"The user endearingly approaches the target, then steals the target’s held item."
344,black-2-white-2,"The user electrifies itself, then charges. It causes considerable damage to the user and may leave the target with paralysis."
344,black-white,"The user electrifies itself, then charges. It causes considerable damage to the user and may leave the target with paralysis."
344,diamond-pearl,"The user electrifies itself, then charges at the foe. It causes considerable damage to the user as well."
344,emerald,A life-risking tackle that slightly hurts the user.
344,firered-leafgreen,The user throws an electrified tackle. It hurts the user a little.
344,heartgold-soulsilver,"The user electrifies itself, then charges at the foe. It causes considerable damage to the user as well."
344,lets-go-pikachu-lets-go-eevee,The user electrifies itself and charges the target. This also damages the user quite a lot. This attack may leave the target with paralysis.
344,omega-ruby-alpha-sapphire,"The user electrifies itself, then charges. This also damages the user quite a lot. This may leave the target with paralysis."
344,platinum,"The user electrifies itself, then charges at the foe. It causes considerable damage to the user as well."
344,ruby-sapphire,A life-risking tackle that slightly hurts the user.
344,sun-moon,The user electrifies itself and charges the target. This also damages the user quite a lot. This attack may leave the target with paralysis.
344,sword-shield,The user electrifies itself and charges the target. This also damages the user quite a lot. This attack may leave the target with paralysis.
344,ultra-sun-ultra-moon,The user electrifies itself and charges the target. This also damages the user quite a lot. This attack may leave the target with paralysis.
344,x-y,"The user electrifies itself, then charges. This also damages the user quite a lot. This may leave the target with paralysis."
345,black-2-white-2,The user scatters curious leaves that chase the target. This attack will not miss.
345,black-white,The user scatters curious leaves that chase the target. This attack will not miss.
345,diamond-pearl,The user scatters curious leaves that chase the foe. This attack will not miss.
345,emerald,Attacks with a strange leaf that cannot be evaded.
345,firered-leafgreen,The foe is attacked with a strange leaf that cannot be evaded.
345,heartgold-soulsilver,The user scatters curious leaves that chase the foe. This attack will not miss.
345,lets-go-pikachu-lets-go-eevee,The user scatters curious leaves that chase the target. This attack never misses.
345,omega-ruby-alpha-sapphire,The user scatters curious leaves that chase the target. This attack never misses.
345,platinum,The user scatters curious leaves that chase the foe. This attack will not miss.
345,ruby-sapphire,Attacks with a strange leaf that cannot be evaded.
345,sun-moon,The user scatters curious leaves that chase the target. This attack never misses.
345,sword-shield,The user scatters curious leaves that chase the target. This attack never misses.
345,ultra-sun-ultra-moon,The user scatters curious leaves that chase the target. This attack never misses.
345,x-y,The user scatters curious leaves that chase the target. This attack never misses.
346,black-2-white-2,The user soaks itself with water. The move weakens Fire-type moves while the user is in the battle.
346,black-white,The user soaks itself with water. The move weakens Fire-type moves while the user is in the battle.
346,diamond-pearl,The user soaks itself with water. The move weakens Fire-type moves while the user is in the battle.
346,emerald,The user becomes soaked to raise resistance to fire.
346,firered-leafgreen,Weakens FIRE-type attacks while the user is in the battle.
346,heartgold-soulsilver,The user soaks itself with water. The move weakens Fire-type moves while the user is in the battle.
346,lets-go-pikachu-lets-go-eevee,The user soaks the battlefield with water. This weakens Fire-type moves for five turns.
346,omega-ruby-alpha-sapphire,The user soaks itself with water. This weakens Fire-type moves for five turns.
346,platinum,The user soaks itself with water. The move weakens Fire-type moves while the user is in the battle.
346,ruby-sapphire,The user becomes soaked to raise resistance to fire.
346,sun-moon,The user soaks the battlefield with water. This weakens Fire-type moves for five turns.
346,sword-shield,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
346,ultra-sun-ultra-moon,The user soaks the battlefield with water. This weakens Fire-type moves for five turns.
346,x-y,The user soaks itself with water. This weakens Fire-type moves for five turns.
347,black-2-white-2,The user quietly focuses its mind and calms its spirit to raise its Sp. Atk and Sp. Def stats.
347,black-white,The user quietly focuses its mind and calms its spirit to raise its Sp. Atk and Sp. Def stats.
347,diamond-pearl,The user quietly focuses its mind and calms its spirit to raise its Sp. Atk and Sp. Def stats.
347,emerald,Raises SP. ATK and SP. DEF by focusing the mind.
347,firered-leafgreen,The user focuses its mind to raise the SP. ATK and SP. DEF stats.
347,heartgold-soulsilver,The user quietly focuses its mind and calms its spirit to raise its Sp. Atk and Sp. Def stats.
